qid,cutoff,judge_arm,question_type,question,gold_answer,generated_answer,correct_votes,majority_label
ec81a493,50,strict,single-session-user,How many copies of my favorite artist's debut album were released worldwide?,500,500 copies,3,CORRECT
ec81a493,200,public,single-session-user,How many copies of my favorite artist's debut album were released worldwide?,500,500 copies,3,CORRECT
ec81a493,200,strict,single-session-user,How many copies of my favorite artist's debut album were released worldwide?,500,500 copies,3,CORRECT
ed4ddc30,50,public,knowledge-update,How many dozen eggs do we currently have stocked up in our refrigerator?,20,20 dozen,3,CORRECT
ed4ddc30,50,strict,knowledge-update,How many dozen eggs do we currently have stocked up in our refrigerator?,20,20 dozen,3,CORRECT
ed4ddc30,200,public,knowledge-update,How many dozen eggs do we currently have stocked up in our refrigerator?,20,20 dozen eggs,3,CORRECT
ed4ddc30,200,strict,knowledge-update,How many dozen eggs do we currently have stocked up in our refrigerator?,20,20 dozen eggs,3,CORRECT
edced276,50,public,multi-session,How many days did I spend in total traveling in Hawaii and in New York City?,15 days,"5 days in New York, 7 days in Hawaii → 12 days total.",0,WRONG
edced276,50,strict,multi-session,How many days did I spend in total traveling in Hawaii and in New York City?,15 days,"5 days in New York, 7 days in Hawaii → 12 days total.",0,WRONG
edced276,200,public,multi-session,How many days did I spend in total traveling in Hawaii and in New York City?,15 days,"5 days in New York, 7 days in Hawaii → 12 days total.",0,WRONG
edced276,200,strict,multi-session,How many days did I spend in total traveling in Hawaii and in New York City?,15 days,"5 days in New York, 7 days in Hawaii → 12 days total.",0,WRONG
edced276_abs,50,public,multi-session,How many days did I spend in total traveling in Hawaii and in Seattle?,The information provided is not enough. You mentioned traveling for 10 days in Hawaii but did not mention abything about the trip to Seattle.,"Hawaii: 4 days  
Seattle: Not mentioned  

Total: 4 days",0,WRONG
edced276_abs,50,strict,multi-session,How many days did I spend in total traveling in Hawaii and in Seattle?,The information provided is not enough. You mentioned traveling for 10 days in Hawaii but did not mention abything about the trip to Seattle.,"Hawaii: 4 days  
Seattle: Not mentioned  

Total: 4 days",0,WRONG
edced276_abs,200,public,multi-session,How many days did I spend in total traveling in Hawaii and in Seattle?,The information provided is not enough. You mentioned traveling for 10 days in Hawaii but did not mention abything about the trip to Seattle.,"Hawaii: 4 days  
Seattle: 0 days (no mention of Seattle)  

Total: 4 days",0,WRONG
edced276_abs,200,strict,multi-session,How many days did I spend in total traveling in Hawaii and in Seattle?,The information provided is not enough. You mentioned traveling for 10 days in Hawaii but did not mention abything about the trip to Seattle.,"Hawaii: 4 days  
Seattle: 0 days (no mention of Seattle)  

Total: 4 days",0,WRONG
eeda8a6d,50,public,multi-session,How many fish are there in total in both of my aquariums?,17,16 fish,0,WRONG
eeda8a6d,50,strict,multi-session,How many fish are there in total in both of my aquariums?,17,16 fish,0,WRONG
eeda8a6d,200,public,multi-session,How many fish are there in total in both of my aquariums?,17,16 fish,0,WRONG
eeda8a6d,200,strict,multi-session,How many fish are there in total in both of my aquariums?,17,16 fish,0,WRONG
eeda8a6d_abs,50,public,multi-session,How many fish are there in my 30-gallon tank?,The information provided is not enough. You did not mention that you have a 30-gallon tank.,No 30-gallon tank mentioned.,3,CORRECT
eeda8a6d_abs,50,strict,multi-session,How many fish are there in my 30-gallon tank?,The information provided is not enough. You did not mention that you have a 30-gallon tank.,No 30-gallon tank mentioned.,3,CORRECT
eeda8a6d_abs,200,public,multi-session,How many fish are there in my 30-gallon tank?,The information provided is not enough. You did not mention that you have a 30-gallon tank.,No 30-gallon tank mentioned.,3,CORRECT
eeda8a6d_abs,200,strict,multi-session,How many fish are there in my 30-gallon tank?,The information provided is not enough. You did not mention that you have a 30-gallon tank.,No 30-gallon tank mentioned.,3,CORRECT
ef66a6e5,50,public,multi-session,How many sports have I played competitively in the past?,two,"Swimming, tennis",3,CORRECT
ef66a6e5,50,strict,multi-session,How many sports have I played competitively in the past?,two,"Swimming, tennis",3,CORRECT
ef66a6e5,200,public,multi-session,How many sports have I played competitively in the past?,two,"Tennis, soccer, swimming",3,CORRECT
ef66a6e5,200,strict,multi-session,How many sports have I played competitively in the past?,two,"Tennis, soccer, swimming",0,WRONG
ef9cf60a,50,public,multi-session,How much did I spend on gifts for my sister?,$300,$100 gift card,0,WRONG
ef9cf60a,50,strict,multi-session,How much did I spend on gifts for my sister?,$300,$100 gift card,0,WRONG
ef9cf60a,200,public,multi-session,How much did I spend on gifts for my sister?,$300,$100,0,WRONG
ef9cf60a,200,strict,multi-session,How much did I spend on gifts for my sister?,$300,$100,0,WRONG
efc3f7c2,50,public,multi-session,How much earlier do I wake up on Fridays compared to other weekdays?,30 minutes,6:00 AM vs 6:30 AM → 30 minutes earlier,3,CORRECT
efc3f7c2,50,strict,multi-session,How much earlier do I wake up on Fridays compared to other weekdays?,30 minutes,6:00 AM vs 6:30 AM → 30 minutes earlier,3,CORRECT
efc3f7c2,200,public,multi-session,How much earlier do I wake up on Fridays compared to other weekdays?,30 minutes,6:00 AM vs 6:30 AM,3,CORRECT
efc3f7c2,200,strict,multi-session,How much earlier do I wake up on Fridays compared to other weekdays?,30 minutes,6:00 AM vs 6:30 AM,3,CORRECT
f0853d11,50,public,temporal-reasoning,How many days had passed between the 'Walk for Hunger' event and the 'Coastal Cleanup' event?,14 days. 8 days (including the last day) is also acceptable.,14 days,3,CORRECT
f0853d11,50,strict,temporal-reasoning,How many days had passed between the 'Walk for Hunger' event and the 'Coastal Cleanup' event?,14 days. 8 days (including the last day) is also acceptable.,14 days,3,CORRECT
f0853d11,200,public,temporal-reasoning,How many days had passed between the 'Walk for Hunger' event and the 'Coastal Cleanup' event?,14 days. 8 days (including the last day) is also acceptable.,14 days,3,CORRECT
f0853d11,200,strict,temporal-reasoning,How many days had passed between the 'Walk for Hunger' event and the 'Coastal Cleanup' event?,14 days. 8 days (including the last day) is also acceptable.,14 days,3,CORRECT
f0e564bc,50,public,multi-session,What is the total amount I spent on the designer handbag and high-end skincare products?,"$1,300","$1,300",3,CORRECT
f0e564bc,50,strict,multi-session,What is the total amount I spent on the designer handbag and high-end skincare products?,"$1,300","$1,300",3,CORRECT
f0e564bc,200,public,multi-session,What is the total amount I spent on the designer handbag and high-end skincare products?,"$1,300","$1,300",3,CORRECT
f0e564bc,200,strict,multi-session,What is the total amount I spent on the designer handbag and high-end skincare products?,"$1,300","$1,300",3,CORRECT
f35224e0,50,public,multi-session,What is the total number of episodes I've listened to from 'How I Built This' and 'My Favorite Murder'?,27,"15 episodes of 'How I Built This'  
12 episodes of 'My Favorite Murder'  
Total: 27 episodes",3,CORRECT
f35224e0,50,strict,multi-session,What is the total number of episodes I've listened to from 'How I Built This' and 'My Favorite Murder'?,27,"15 episodes of 'How I Built This'  
12 episodes of 'My Favorite Murder'  
Total: 27 episodes",3,CORRECT
f35224e0,200,public,multi-session,What is the total number of episodes I've listened to from 'How I Built This' and 'My Favorite Murder'?,27,"15 episodes of 'How I Built This'  
12 episodes of 'My Favorite Murder'  
Total: 27 episodes",3,CORRECT
f35224e0,200,strict,multi-session,What is the total number of episodes I've listened to from 'How I Built This' and 'My Favorite Murder'?,27,"15 episodes of 'How I Built This'  
12 episodes of 'My Favorite Murder'  
Total: 27 episodes",3,CORRECT
f4f1d8a4,50,public,single-session-user,Who gave me a new stand mixer as a birthday gift?,my sister,Sister,3,CORRECT
f4f1d8a4,50,strict,single-session-user,Who gave me a new stand mixer as a birthday gift?,my sister,Sister,3,CORRECT
f4f1d8a4,200,public,single-session-user,Who gave me a new stand mixer as a birthday gift?,my sister,Sister,3,CORRECT
f4f1d8a4,200,strict,single-session-user,Who gave me a new stand mixer as a birthday gift?,my sister,Sister,3,CORRECT
f4f1d8a4_abs,50,public,single-session-user,What did my dad gave me as a birthday gift?,"You did not mention this information. You mentioned receiving a birthday gift from your sister, but not your dad.",Stand mixer,0,WRONG
f4f1d8a4_abs,50,strict,single-session-user,What did my dad gave me as a birthday gift?,"You did not mention this information. You mentioned receiving a birthday gift from your sister, but not your dad.",Stand mixer,0,WRONG
f4f1d8a4_abs,200,public,single-session-user,What did my dad gave me as a birthday gift?,"You did not mention this information. You mentioned receiving a birthday gift from your sister, but not your dad.",Stand mixer,0,WRONG
f4f1d8a4_abs,200,strict,single-session-user,What did my dad gave me as a birthday gift?,"You did not mention this information. You mentioned receiving a birthday gift from your sister, but not your dad.",Stand mixer,0,WRONG
f523d9fe,50,public,single-session-assistant,"I wanted to check back on our previous conversation about Netflix. I mentioned that I wanted to be able to access all seasons of old shows? Do you remember what show I used as an example, the one that only had the last season available?",Doc Martin,Doc Martin,3,CORRECT
f523d9fe,50,strict,single-session-assistant,"I wanted to check back on our previous conversation about Netflix. I mentioned that I wanted to be able to access all seasons of old shows? Do you remember what show I used as an example, the one that only had the last season available?",Doc Martin,Doc Martin,3,CORRECT
f523d9fe,200,public,single-session-assistant,"I wanted to check back on our previous conversation about Netflix. I mentioned that I wanted to be able to access all seasons of old shows? Do you remember what show I used as an example, the one that only had the last season available?",Doc Martin,Doc Martin,3,CORRECT
f523d9fe,200,strict,single-session-assistant,"I wanted to check back on our previous conversation about Netflix. I mentioned that I wanted to be able to access all seasons of old shows? Do you remember what show I used as an example, the one that only had the last season available?",Doc Martin,Doc Martin,3,CORRECT
f685340e,50,public,knowledge-update,How often do I play tennis with my friends at the local park previously? How often do I play now?,"Previously, you play tennis with your friends at the local park every week (on Sunday). Currently, you play tennis every other week (on Sunday).","Previously: Weekly  
Now: Weekly",0,WRONG
f685340e,50,strict,knowledge-update,How often do I play tennis with my friends at the local park previously? How often do I play now?,"Previously, you play tennis with your friends at the local park every week (on Sunday). Currently, you play tennis every other week (on Sunday).","Previously: Weekly  
Now: Weekly",0,WRONG
f685340e,200,public,knowledge-update,How often do I play tennis with my friends at the local park previously? How often do I play now?,"Previously, you play tennis with your friends at the local park every week (on Sunday). Currently, you play tennis every other week (on Sunday).","Previously: Weekly  
Now: Weekly",0,WRONG
f685340e,200,strict,knowledge-update,How often do I play tennis with my friends at the local park previously? How often do I play now?,"Previously, you play tennis with your friends at the local park every week (on Sunday). Currently, you play tennis every other week (on Sunday).","Previously: Weekly  
Now: Weekly",0,WRONG
f685340e_abs,50,public,knowledge-update,How often do I play table tennis with my friends at the local park?,The information provided is not enough. You mentioned playing tennis but not table tennis.,No information available.,3,CORRECT
f685340e_abs,50,strict,knowledge-update,How often do I play table tennis with my friends at the local park?,The information provided is not enough. You mentioned playing tennis but not table tennis.,No information available.,3,CORRECT
f685340e_abs,200,public,knowledge-update,How often do I play table tennis with my friends at the local park?,The information provided is not enough. You mentioned playing tennis but not table tennis.,Weekly tennis sessions,0,WRONG
f685340e_abs,200,strict,knowledge-update,How often do I play table tennis with my friends at the local park?,The information provided is not enough. You mentioned playing tennis but not table tennis.,Weekly tennis sessions,0,WRONG
f8c5f88b,50,public,single-session-user,Where did I buy my new tennis racket from?,the sports store downtown,Sports store downtown,3,CORRECT
f8c5f88b,50,strict,single-session-user,Where did I buy my new tennis racket from?,the sports store downtown,Sports store downtown,3,CORRECT
f8c5f88b,200,public,single-session-user,Where did I buy my new tennis racket from?,the sports store downtown,Sports store downtown,3,CORRECT
f8c5f88b,200,strict,single-session-user,Where did I buy my new tennis racket from?,the sports store downtown,Sports store downtown,3,CORRECT
f9e8c073,50,public,knowledge-update,How many sessions of the bereavement support group did I attend?,five,3 sessions,0,WRONG
f9e8c073,50,strict,knowledge-update,How many sessions of the bereavement support group did I attend?,five,3 sessions,0,WRONG
f9e8c073,200,public,knowledge-update,How many sessions of the bereavement support group did I attend?,five,Three sessions,0,WRONG
f9e8c073,200,strict,knowledge-update,How many sessions of the bereavement support group did I attend?,five,Three sessions,0,WRONG
faba32e5,50,public,single-session-user,How long did Alex marinate the BBQ ribs in special sauce?,24 hours,No information available.,3,CORRECT
faba32e5,50,strict,single-session-user,How long did Alex marinate the BBQ ribs in special sauce?,24 hours,No information available.,0,WRONG
faba32e5,200,public,single-session-user,How long did Alex marinate the BBQ ribs in special sauce?,24 hours,Not mentioned,3,CORRECT
faba32e5,200,strict,single-session-user,How long did Alex marinate the BBQ ribs in special sauce?,24 hours,Not mentioned,0,WRONG
fca70973,50,public,single-session-preference,I am planning another theme park weekend; do you have any suggestions?,"The user would prefer theme park suggestions that cater to their interest in both thrill rides and special events, utilizing their previous experiences at Disneyland, Knott's Berry Farm, Six Flags Magic Mountain, and Universal Studios Hollywood as a reference point. They would also appreciate recommendations that highlight unique food experiences and nighttime shows. The user might not prefer suggestions that focus solely on one aspect of theme parks, such as only thrill rides or only family-friendly attractions, and may not be interested in parks that lack special events or unique dining options.",Halloween-themed events,0,WRONG
fca70973,50,strict,single-session-preference,I am planning another theme park weekend; do you have any suggestions?,"The user would prefer theme park suggestions that cater to their interest in both thrill rides and special events, utilizing their previous experiences at Disneyland, Knott's Berry Farm, Six Flags Magic Mountain, and Universal Studios Hollywood as a reference point. They would also appreciate recommendations that highlight unique food experiences and nighttime shows. The user might not prefer suggestions that focus solely on one aspect of theme parks, such as only thrill rides or only family-friendly attractions, and may not be interested in parks that lack special events or unique dining options.",Halloween-themed events,0,WRONG
fca70973,200,public,single-session-preference,I am planning another theme park weekend; do you have any suggestions?,"The user would prefer theme park suggestions that cater to their interest in both thrill rides and special events, utilizing their previous experiences at Disneyland, Knott's Berry Farm, Six Flags Magic Mountain, and Universal Studios Hollywood as a reference point. They would also appreciate recommendations that highlight unique food experiences and nighttime shows. The user might not prefer suggestions that focus solely on one aspect of theme parks, such as only thrill rides or only family-friendly attractions, and may not be interested in parks that lack special events or unique dining options.",Halloween-themed events,0,WRONG
fca70973,200,strict,single-session-preference,I am planning another theme park weekend; do you have any suggestions?,"The user would prefer theme park suggestions that cater to their interest in both thrill rides and special events, utilizing their previous experiences at Disneyland, Knott's Berry Farm, Six Flags Magic Mountain, and Universal Studios Hollywood as a reference point. They would also appreciate recommendations that highlight unique food experiences and nighttime shows. The user might not prefer suggestions that focus solely on one aspect of theme parks, such as only thrill rides or only family-friendly attractions, and may not be interested in parks that lack special events or unique dining options.",Halloween-themed events,0,WRONG
fca762bc,50,public,single-session-assistant,"I wanted to follow up on our previous conversation about language learning apps. You mentioned a few options, and I was wondering if you could remind me of the one that uses mnemonics to help learners memorize words and phrases?",Memrise,Mnemonic-based app: Memrise,3,CORRECT
fca762bc,50,strict,single-session-assistant,"I wanted to follow up on our previous conversation about language learning apps. You mentioned a few options, and I was wondering if you could remind me of the one that uses mnemonics to help learners memorize words and phrases?",Memrise,Mnemonic-based app: Memrise,3,CORRECT
fca762bc,200,public,single-session-assistant,"I wanted to follow up on our previous conversation about language learning apps. You mentioned a few options, and I was wondering if you could remind me of the one that uses mnemonics to help learners memorize words and phrases?",Memrise,Mnemonics-based app: Memrise,3,CORRECT
fca762bc,200,strict,single-session-assistant,"I wanted to follow up on our previous conversation about language learning apps. You mentioned a few options, and I was wondering if you could remind me of the one that uses mnemonics to help learners memorize words and phrases?",Memrise,Mnemonics-based app: Memrise,3,CORRECT
fea54f57,50,public,single-session-assistant,"I was thinking about our previous conversation about the Fifth Album, and I was wondering if you could remind me what song you said best exemplified the band's growth and development as artists?",Evolution,No specific song mentioned.,0,WRONG
fea54f57,50,strict,single-session-assistant,"I was thinking about our previous conversation about the Fifth Album, and I was wondering if you could remind me what song you said best exemplified the band's growth and development as artists?",Evolution,No specific song mentioned.,0,WRONG
fea54f57,200,public,single-session-assistant,"I was thinking about our previous conversation about the Fifth Album, and I was wondering if you could remind me what song you said best exemplified the band's growth and development as artists?",Evolution,"""Fetch the Bolt Cutters""",0,WRONG
fea54f57,200,strict,single-session-assistant,"I was thinking about our previous conversation about the Fifth Album, and I was wondering if you could remind me what song you said best exemplified the band's growth and development as artists?",Evolution,"""Fetch the Bolt Cutters""",0,WRONG
gpt4_0a05b494,50,public,temporal-reasoning,"Who did I meet first, the woman selling jam at the farmer's market or the tourist from Australia?",the woman selling jam at the farmer's market,Jam maker at farmer's market,3,CORRECT
gpt4_0a05b494,50,strict,temporal-reasoning,"Who did I meet first, the woman selling jam at the farmer's market or the tourist from Australia?",the woman selling jam at the farmer's market,Jam maker at farmer's market,3,CORRECT
gpt4_0a05b494,200,public,temporal-reasoning,"Who did I meet first, the woman selling jam at the farmer's market or the tourist from Australia?",the woman selling jam at the farmer's market,Jam maker at farmer's market,3,CORRECT
gpt4_0a05b494,200,strict,temporal-reasoning,"Who did I meet first, the woman selling jam at the farmer's market or the tourist from Australia?",the woman selling jam at the farmer's market,Jam maker at farmer's market,3,CORRECT
gpt4_0b2f1d21,50,public,temporal-reasoning,"Which event happened first, the purchase of the coffee maker or the malfunction of the stand mixer?",The malfunction of the stand mixer,Stand mixer malfunctioned first,3,CORRECT
gpt4_0b2f1d21,50,strict,temporal-reasoning,"Which event happened first, the purchase of the coffee maker or the malfunction of the stand mixer?",The malfunction of the stand mixer,Stand mixer malfunctioned first,3,CORRECT
gpt4_0b2f1d21,200,public,temporal-reasoning,"Which event happened first, the purchase of the coffee maker or the malfunction of the stand mixer?",The malfunction of the stand mixer,Stand mixer malfunctioned first.,3,CORRECT
gpt4_0b2f1d21,200,strict,temporal-reasoning,"Which event happened first, the purchase of the coffee maker or the malfunction of the stand mixer?",The malfunction of the stand mixer,Stand mixer malfunctioned first.,3,CORRECT
gpt4_15e38248,50,public,multi-session,"How many pieces of furniture did I buy, assemble, sell, or fix in the past few months?",4,"Assembled 1, fixed 1, bought 1 (IKEA bookshelf, kitchen table leg, scratch guards).",0,WRONG
gpt4_15e38248,50,strict,multi-session,"How many pieces of furniture did I buy, assemble, sell, or fix in the past few months?",4,"Assembled 1, fixed 1, bought 1 (IKEA bookshelf, kitchen table leg, scratch guards).",0,WRONG
gpt4_15e38248,200,public,multi-session,"How many pieces of furniture did I buy, assemble, sell, or fix in the past few months?",4,"Assembled 1, fixed 1, bought 1, sold 0.",0,WRONG
gpt4_15e38248,200,strict,multi-session,"How many pieces of furniture did I buy, assemble, sell, or fix in the past few months?",4,"Assembled 1, fixed 1, bought 1, sold 0.",0,WRONG
gpt4_18c2b244,50,public,temporal-reasoning,"What is the order of the three events: 'I signed up for the rewards program at ShopRite', 'I used a Buy One Get One Free coupon on Luvs diapers at Walmart', and 'I redeemed $12 cashback for a $10 Amazon gift card from Ibotta'?","First, I used a Buy One Get One Free coupon on Luvs diapers at Walmart. Then, I redeemed $12 cashback for a $10 Amazon gift card from Ibotta. Finally, I signed up for the rewards program at ShopRite.","1. Used BOGO coupon on Luvs diapers at Walmart (2023-03-31)  
2. Signed up for ShopRite rewards program (2023-04-10)  
3. Redeemed $12 cashback for $10 Amazon gift card via Ibotta (2023-04-10)  

Order: 1, 2, 3",0,WRONG
gpt4_18c2b244,50,strict,temporal-reasoning,"What is the order of the three events: 'I signed up for the rewards program at ShopRite', 'I used a Buy One Get One Free coupon on Luvs diapers at Walmart', and 'I redeemed $12 cashback for a $10 Amazon gift card from Ibotta'?","First, I used a Buy One Get One Free coupon on Luvs diapers at Walmart. Then, I redeemed $12 cashback for a $10 Amazon gift card from Ibotta. Finally, I signed up for the rewards program at ShopRite.","1. Used BOGO coupon on Luvs diapers at Walmart (2023-03-31)  
2. Signed up for ShopRite rewards program (2023-04-10)  
3. Redeemed $12 cashback for $10 Amazon gift card via Ibotta (2023-04-10)  

Order: 1, 2, 3",0,WRONG
gpt4_18c2b244,200,public,temporal-reasoning,"What is the order of the three events: 'I signed up for the rewards program at ShopRite', 'I used a Buy One Get One Free coupon on Luvs diapers at Walmart', and 'I redeemed $12 cashback for a $10 Amazon gift card from Ibotta'?","First, I used a Buy One Get One Free coupon on Luvs diapers at Walmart. Then, I redeemed $12 cashback for a $10 Amazon gift card from Ibotta. Finally, I signed up for the rewards program at ShopRite.","1. Signed up for ShopRite rewards (2023-04-10 00:48:30)  
2. Used BOGO coupon on Luvs diapers at Walmart (2023-03-31 09:08:30)  
3. Redeemed $12 cashback from Ibotta (2023-04-10 19:59:30)  

Order: Walmart coupon, ShopRite signup, Ibotta redemption.  

Answer: Walmart, ShopRite, Ibotta",0,WRONG
gpt4_18c2b244,200,strict,temporal-reasoning,"What is the order of the three events: 'I signed up for the rewards program at ShopRite', 'I used a Buy One Get One Free coupon on Luvs diapers at Walmart', and 'I redeemed $12 cashback for a $10 Amazon gift card from Ibotta'?","First, I used a Buy One Get One Free coupon on Luvs diapers at Walmart. Then, I redeemed $12 cashback for a $10 Amazon gift card from Ibotta. Finally, I signed up for the rewards program at ShopRite.","1. Signed up for ShopRite rewards (2023-04-10 00:48:30)  
2. Used BOGO coupon on Luvs diapers at Walmart (2023-03-31 09:08:30)  
3. Redeemed $12 cashback from Ibotta (2023-04-10 19:59:30)  

Order: Walmart coupon, ShopRite signup, Ibotta redemption.  

Answer: Walmart, ShopRite, Ibotta",0,WRONG
gpt4_1916e0ea,50,public,temporal-reasoning,How many days passed between the day I cancelled my FarmFresh subscription and the day I did my online grocery shopping from Instacart?,54 days. 55 days (including the last day) is also acceptable.,"1. Identify relevant memories:
   - Memory 2: 2022-12-22 23:42:00 – Planning to meal prep for the week (no subscription mention)
   - Memory 3: 2023-02-28 07:54:30 – Typically does grocery shopping and fills up gas tank on Sundays
   - Memory 5: 2023-02-28 21:58:30 – Planning to use a spreadsheet to track pantry and fridge inventory
   - Memory 15: 2023-02-28 21:58:30 – Looking for meal prep containers and tools
   - Memory 24: 2023-02-28 02:25:00 – Got oil changed on March 10th
   - Memory 28: 2023-01-11 12:46:00 – Trying to optimize social media usage
   - Memory 30: 2023-01-15 00:30:00 – Interested in Ippodo Tea Co.'s subscription services or loyalty programs
   - Memory 35: 2023-02-28 23:26:30 – Has introduced mom and sister to Scattergories
   - Memory 40: 2023-02-28 20:56:00 – Last Instagram post received 50 likes
   - Memory 45: 2023-02-28 19:18:30 – Considering implementing a system to track personal expenses

2. Look for mention of FarmFresh subscription cancellation:
   - No memory explicitly mentions cancelling a FarmFresh subscription.

3. Look for online grocery shopping from Instacart:
   - Memory 3: 2023-02-28 07:54:30 – Typically does grocery shopping and fills up gas tank on Sundays
   - This is the only mention of grocery shopping, and it's on Sunday, February 28, 2023.

4. Since no memory mentions cancelling FarmFresh, we cannot determine the date of cancellation.

5. Therefore, we",0,WRONG
gpt4_1916e0ea,50,strict,temporal-reasoning,How many days passed between the day I cancelled my FarmFresh subscription and the day I did my online grocery shopping from Instacart?,54 days. 55 days (including the last day) is also acceptable.,"1. Identify relevant memories:
   - Memory 2: 2022-12-22 23:42:00 – Planning to meal prep for the week (no subscription mention)
   - Memory 3: 2023-02-28 07:54:30 – Typically does grocery shopping and fills up gas tank on Sundays
   - Memory 5: 2023-02-28 21:58:30 – Planning to use a spreadsheet to track pantry and fridge inventory
   - Memory 15: 2023-02-28 21:58:30 – Looking for meal prep containers and tools
   - Memory 24: 2023-02-28 02:25:00 – Got oil changed on March 10th
   - Memory 28: 2023-01-11 12:46:00 – Trying to optimize social media usage
   - Memory 30: 2023-01-15 00:30:00 – Interested in Ippodo Tea Co.'s subscription services or loyalty programs
   - Memory 35: 2023-02-28 23:26:30 – Has introduced mom and sister to Scattergories
   - Memory 40: 2023-02-28 20:56:00 – Last Instagram post received 50 likes
   - Memory 45: 2023-02-28 19:18:30 – Considering implementing a system to track personal expenses

2. Look for mention of FarmFresh subscription cancellation:
   - No memory explicitly mentions cancelling a FarmFresh subscription.

3. Look for online grocery shopping from Instacart:
   - Memory 3: 2023-02-28 07:54:30 – Typically does grocery shopping and fills up gas tank on Sundays
   - This is the only mention of grocery shopping, and it's on Sunday, February 28, 2023.

4. Since no memory mentions cancelling FarmFresh, we cannot determine the date of cancellation.

5. Therefore, we",0,WRONG
gpt4_1916e0ea,200,public,temporal-reasoning,How many days passed between the day I cancelled my FarmFresh subscription and the day I did my online grocery shopping from Instacart?,54 days. 55 days (including the last day) is also acceptable.,"1. Identify relevant memories:
   - Memory 2023-02-28 07:54:30: ""Typically does grocery shopping and fills up gas tank on Sundays""
   - Memory 2023-02-28 07:54:30: ""Planned to do online grocery shopping from Instacart""
   - Memory 2023-02-28 07:54:30: ""This week's grocery shopping is on Sunday""

2. Determine the date of online grocery shopping:
   - The memory is from 2023-02-28, and it says ""This week's grocery shopping is on Sunday""
   - Since 2023-02-28 is a Tuesday, the Sunday would be 2023-02-26

3. Find the date of cancelling FarmFresh subscription:
   - No direct mention of FarmFresh cancellation in the memories
   - No other mention of subscription cancellation

4. Conclusion:
   - No information about FarmFresh subscription cancellation
   - Cannot determine the number of days between cancellation and Instacart shopping

Answer: Cannot determine",0,WRONG
gpt4_1916e0ea,200,strict,temporal-reasoning,How many days passed between the day I cancelled my FarmFresh subscription and the day I did my online grocery shopping from Instacart?,54 days. 55 days (including the last day) is also acceptable.,"1. Identify relevant memories:
   - Memory 2023-02-28 07:54:30: ""Typically does grocery shopping and fills up gas tank on Sundays""
   - Memory 2023-02-28 07:54:30: ""Planned to do online grocery shopping from Instacart""
   - Memory 2023-02-28 07:54:30: ""This week's grocery shopping is on Sunday""

2. Determine the date of online grocery shopping:
   - The memory is from 2023-02-28, and it says ""This week's grocery shopping is on Sunday""
   - Since 2023-02-28 is a Tuesday, the Sunday would be 2023-02-26

3. Find the date of cancelling FarmFresh subscription:
   - No direct mention of FarmFresh cancellation in the memories
   - No other mention of subscription cancellation

4. Conclusion:
   - No information about FarmFresh subscription cancellation
   - Cannot determine the number of days between cancellation and Instacart shopping

Answer: Cannot determine",0,WRONG
gpt4_194be4b3,50,public,multi-session,How many musical instruments do I currently own?,"I currently own 4 musical instruments. I've had the Fender Stratocaster electric guitar for 5 years, the Yamaha FG800 acoustic guitar for 8 years, the 5-piece Pearl Export drum set for an unspecified amount of time, and the Korg B1 piano for 3 years.","Acoustic guitar, ukulele, piano, drum set, electric guitar",0,WRONG
gpt4_194be4b3,50,strict,multi-session,How many musical instruments do I currently own?,"I currently own 4 musical instruments. I've had the Fender Stratocaster electric guitar for 5 years, the Yamaha FG800 acoustic guitar for 8 years, the 5-piece Pearl Export drum set for an unspecified amount of time, and the Korg B1 piano for 3 years.","Acoustic guitar, ukulele, piano, drum set, electric guitar",0,WRONG
gpt4_194be4b3,200,public,multi-session,How many musical instruments do I currently own?,"I currently own 4 musical instruments. I've had the Fender Stratocaster electric guitar for 5 years, the Yamaha FG800 acoustic guitar for 8 years, the 5-piece Pearl Export drum set for an unspecified amount of time, and the Korg B1 piano for 3 years.","Yamaha FG800, Fender Stratocaster, Korg B1, Pearl drum set, Cordoba ukulele",0,WRONG
gpt4_194be4b3,200,strict,multi-session,How many musical instruments do I currently own?,"I currently own 4 musical instruments. I've had the Fender Stratocaster electric guitar for 5 years, the Yamaha FG800 acoustic guitar for 8 years, the 5-piece Pearl Export drum set for an unspecified amount of time, and the Korg B1 piano for 3 years.","Yamaha FG800, Fender Stratocaster, Korg B1, Pearl drum set, Cordoba ukulele",0,WRONG
gpt4_1a1dc16d,50,public,temporal-reasoning,"Which event happened first, the meeting with Rachel or the pride parade?",The meeting with Rachel,Meeting with Rachel,3,CORRECT
gpt4_1a1dc16d,50,strict,temporal-reasoning,"Which event happened first, the meeting with Rachel or the pride parade?",The meeting with Rachel,Meeting with Rachel,3,CORRECT
gpt4_1a1dc16d,200,public,temporal-reasoning,"Which event happened first, the meeting with Rachel or the pride parade?",The meeting with Rachel,Meeting with Rachel,3,CORRECT
gpt4_1a1dc16d,200,strict,temporal-reasoning,"Which event happened first, the meeting with Rachel or the pride parade?",The meeting with Rachel,Meeting with Rachel,3,CORRECT
