key,benchmark,question,gold_answer,selection_reason,double_label_required,proposed_temporal_type,independent_temporal_type,proposed_gold_fact_ids,independent_gold_fact_ids,proposed_conflict_fact_ids,independent_conflict_fact_ids,type_exact_match,gold_ids_exact_match,conflict_ids_exact_match,proposed_label_valid,independent_gold_conflict_overlap,confidence,model_assisted_fully_upheld,author_signoff_required,independent_notes
locomo::conv-50_qa038,locomo,When did Dave have a great jam session with his band?,"September 14, 2023",mixed_method_outcomes,true,historical-state,historical-state,fact_2e55e9be183aed3f;fact_8d04f26000864cef;item_800b9221ad8e12b5;item_845875128c8a3d79;item_c140c7dbc481df2b;item_c7ca78044d5b9a81,fact_2e55e9be183aed3f;fact_8d04f26000864cef;item_800b9221ad8e12b5;item_845875128c8a3d79;item_c140c7dbc481df2b;item_c7ca78044d5b9a81,,,True,True,True,True,,high,True,False,"Gold facts confirm a jam session on or before September 15, 2023, with specific mention of September 14, 2023. The gold answer (Sept 14, 2023) is supported. No conflicting facts state the same event with incompatible dates. The proposed type 'historical-state' is appropriate for a single dated event without comparison or arithmetic."
locomo::conv-50_qa048,locomo,What was Dave doing in the first weekend of October 2023?,attending a car show,all_methods_wrong,true,ordering,historical-state,item_3a6bf5de63a3317b;item_67bc09c30e80c65e;item_e8416831e92640a5,item_3a6bf5de63a3317b;item_67bc09c30e80c65e,,,False,False,True,True,,high,False,True,"The gold facts directly support Dave attending a car show in early October 2023. Fact item_67bc09c30e80c65e confirms the event on October 6, 2023. Fact item_3a6bf5de63a3317b supports interest in car shows and modifications. Fact item_e8416831e92640a5 (October 29) is irrelevant to the first weekend. No conflicts exist. Temporal type is historical-state, not ordering."
locomo::conv-50_qa050,locomo,When did Calvin buy his second Ferrari?,first week of October 2023,mixed_method_outcomes,false,ordering,historical-state,fact_d36c122562d31f8d;item_3f3582cc5cb33561;item_7ed6a8002f80ee81,fact_d36c122562d31f8d;item_3f3582cc5cb33561;item_7ed6a8002f80ee81,,,False,True,True,True,,high,False,True,"The gold facts confirm Calvin purchased a Ferrari in the week preceding October 15, 2023, aligning with the gold answer. The duplicate IDs refer to the same fact. No conflicting facts exist; other facts describe earlier purchases or unrelated events. The question asks for a specific date, fitting historical-state. Ordering is not required."
locomo::conv-50_qa052,locomo,When did Calvin plan on travelling to Tokyo the second time?,November 2023,mixed_method_outcomes,false,historical-state,historical-state,fact_5dfe6a0da15b5ef3;fact_fdcadf9593e7e243;item_82522e68282faf2f;item_8a14c086702caef1,fact_5dfe6a0da15b5ef3;fact_fdcadf9593e7e243;item_82522e68282faf2f;item_8a14c086702caef1,,,True,True,True,True,,high,True,False,"The gold facts consistently state Calvin plans a Tokyo trip in November 2023 after his tour ends, with supporting context on tour timing. No conflicting dates for the same event exist. The question asks for a specific planned date, fitting 'historical-state' as a direct lookup. No other facts contradict the November 2023 plan."
locomo::conv-50_qa067,locomo,Where was Calvin located in the last week of October 2023?,Tokyo,all_methods_wrong,false,current-vs-old,historical-state,fact_fdcadf9593e7e243;item_3c1bf895f9f027e4;item_517a98b11c0282df;item_8a14c086702caef1,fact_fdcadf9593e7e243;item_3c1bf895f9f027e4;item_517a98b11c0282df;item_8a14c086702caef1,,,False,True,True,True,,high,False,True,"The question asks for Calvin's location during a specific past period (last week of October 2023). Fact 'item_517a98b11c0282df' directly states he hosted a party at his Japanese house during that week, supporting 'Tokyo'. Other gold facts confirm his presence in Japan around that time. No conflicting facts exist. The proposed 'current-vs-old' type is incorrect; this is a direct historical-state query."
locomo::conv-50_qa068,locomo,When did Dave find the car he repaired and started sharing in his blog?,last week of October 2023,high_heuristic_conflict,false,current-vs-old,historical-state,fact_3c32458285703c70;fact_c6c0e4349ab858c3;item_a77da0752f257680;item_ab80aa2cf37d893c;item_bc85cdd74b0c8925,fact_3c32458285703c70;fact_c6c0e4349ab858c3;item_a77da0752f257680;item_bc85cdd74b0c8925,fact_593a410abafe3842;fact_b7dcff2c66a70a3d;fact_cbf67ec9afa1c018;item_b8d559526e98f06c,fact_593a410abafe3842;fact_b7dcff2c66a70a3d;fact_cbf67ec9afa1c018,False,False,False,True,,high,False,True,"Gold facts identify when Dave found the car (Oct 26, 2023) and shared it (Oct 4, 2023). Conflict facts mention blog start (Nov 2) and general car work, but do not contradict the car finding date. No current-vs-old, ordering, or duration needed. Temporal type is correctly historical-state."
longmemeval::08f4fc43,longmemeval,How many days had passed between the Sunday mass at St. Mary's Church and the Ash Wednesday service at the cathedral?,30 days. 31 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,true,duration,duration,fact_044a9e0d59a788d0;fact_25a8c77e48101365,fact_044a9e0d59a788d0;fact_25a8c77e48101365,,,True,True,True,True,,high,True,False,"The two gold facts provide the exact dates for the Sunday mass and Ash Wednesday service. The temporal operation is interval arithmetic between two dates, fitting 'duration'. No conflicting facts exist. All other facts are irrelevant to the date difference."
longmemeval::0bb5a684,longmemeval,How many days before the team meeting I was preparing for did I attend the workshop on 'Effective Communication in the Workplace'?,7 days. 8 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_36669fff8f16939a;fact_d77d5c27cfec1c61,fact_36669fff8f16939a;fact_d77d5c27cfec1c61,,,True,True,True,True,,high,True,False,"Gold facts establish the team meeting (Jan 17, 2023) and workshop (Jan 10, 2023) dates, enabling a 7-day interval calculation. No conflicting dates exist for these events. All other facts are contextually relevant but not temporally critical. No other facts contradict the timeline."
longmemeval::0bc8ad92,longmemeval,How many months have passed since I last visited a museum with a friend?,5,expanded_union:codex_assisted_llm,false,duration,duration,fact_2ec86adc81112689,fact_2ec86adc81112689,,,True,True,True,True,,high,True,False,"The gold fact (fact_2ec86adc81112689) provides the last visit with a friend to a museum on October 22, 2022, directly supporting the duration calculation. No conflicting facts about the same event exist. Other facts are either irrelevant or describe different events. Duration is appropriate as the question asks for elapsed months between two dates."
longmemeval::0bc8ad93,longmemeval,I mentioned visiting a museum two months ago. Did I visit with a friend or not?,"No, you did not visit with a friend.",mixed_method_outcomes,false,historical-state,historical-state,fact_3b9db1d3225e5238;fact_a43627f48ad5c662,fact_3b9db1d3225e5238;fact_a43627f48ad5c662,,,True,True,True,True,,high,True,False,"Both gold facts confirm the user attended a Science Museum tour with a friend before October 22, 2022. The gold answer states the user did not visit with a friend, contradicting these facts. However, the question asks about a visit two months ago (around January 2023), not the prior tour. No facts support a visit two months ago, so the gold answer cannot be derived. The proposed label is invalid due to mismatch between facts and answer."
longmemeval::0db4c65d,longmemeval,"How many days had passed since I finished reading 'The Seven Husbands of Evelyn Hugo' when I attended the book reading event at the local library, where the author of 'The Silent Patient' is discussing her latest thriller novel?",18 days. 19 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,true,duration,duration,fact_6a244a80b89b3ba3;fact_a0f85f71f2f93105,fact_6a244a80b89b3ba3;fact_a0f85f71f2f93105,,,True,True,True,True,,high,True,False,"Fact 'fact_6a244a80b89b3ba3' establishes the completion of reading on or before Dec 28, 2022. Fact 'fact_a0f85f71f2f93105' confirms the event on Jan 15, 2023. The interval between these dates is 18 days, matching the gold answer. No conflicting dates exist for the same event. All other facts are irrelevant or topical. Duration is the correct bucket."
longmemeval::2a1811e2,longmemeval,How many days had passed between the Hindu festival of Holi and the Sunday mass at St. Mary's Church?,21 days. 22 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_ae6e2f18777898f2;fact_e5ba46f388737e8c,fact_ae6e2f18777898f2;fact_e5ba46f388737e8c,fact_78be28ca3efdd20e,fact_78be28ca3efdd20e,True,True,True,True,,high,True,False,"Gold facts provide exact dates for Holi (Feb 26, 2023) and Sunday mass (Mar 19, 2023), enabling duration calculation. Fact_78be28ca3efdd20e (Mar 26 mass) conflicts as it suggests a different event date, contradicting the required sequence. No other facts alter the target events. All IDs align with duration type and correct labeling."
longmemeval::2c63a862,longmemeval,How many days did it take for me to find a house I loved after starting to work with Rachel?,14 days. 15 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_40244b5e2b8c33d5;fact_a97d9acbb14f1543;fact_eec751a7fac77167,fact_40244b5e2b8c33d5;fact_a97d9acbb14f1543;fact_eec751a7fac77167,,,True,True,True,True,,high,True,False,"Gold facts establish start (Feb 15, 2022) and end (Mar 1, 2022) dates. The 14-day duration aligns with the gold answer. No conflicting dates or states exist. All proposed gold facts are relevant and consistent. No conflicts identified."
longmemeval::2ebe6c90,longmemeval,How many days did it take me to finish 'The Nightingale' by Kristin Hannah?,21 days. 22 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,true,duration,duration,fact_1fc3aad7f3915a3f;fact_d8dc4816ba01cdea,fact_1fc3aad7f3915a3f;fact_d8dc4816ba01cdea,,,True,True,True,True,,high,True,False,"The start (Jan 10, 2023) and end (Jan 31, 2023) dates for reading 'The Nightingale' are directly provided. The interval between them is 21 days, matching the gold answer. No conflicting dates exist. All other facts are irrelevant to the duration calculation."
longmemeval::2ebe6c92,longmemeval,Which book did I finish a week ago?,'The Nightingale' by Kristin Hannah,mixed_method_outcomes,false,historical-state,historical-state,fact_087c1c39abab8bf0;fact_5fde387b7ede0f36,fact_087c1c39abab8bf0;fact_5fde387b7ede0f36,,,True,True,True,True,,high,True,False,"Fact_5fde387b7ede0f36 directly states the user finished 'The Nightingale' on January 31, 2023, which is one week before the reference date (2023/02/07). Fact_087c1c39abab8bf0 provides the start date, supporting the timeline. No conflicting facts about the book or completion date exist. All other facts are irrelevant or topical but not conflicting."
longmemeval::370a8ff4,longmemeval,How many weeks had passed since I recovered from the flu when I went on my 10th jog outdoors?,15,expanded_union:codex_assisted_llm,false,duration,duration,fact_047d801e53ad7dc3;fact_0a76684f71337d8b,fact_047d801e53ad7dc3;fact_0a76684f71337d8b,,,True,True,True,True,,high,True,False,"Gold facts establish recovery date (Jan 19, 2023) and 10th jog date (Apr 10, 2023), enabling duration calculation. No conflicting dates for the same event. Other facts are irrelevant or topical. Duration is correct; no conflicts exist."
longmemeval::4dfccbf7,longmemeval,How many days had passed since I started taking ukulele lessons when I decided to take my acoustic guitar to the guitar tech for servicing?,24 days. 25 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_2b782f0113b35dd1;fact_89590795466a8c7a,fact_2b782f0113b35dd1;fact_89590795466a8c7a,,,True,True,True,True,,high,True,False,"The gold facts establish the start (Feb 1, 2023) and end (Feb 25, 2023) dates for the duration. No conflicting facts exist. The question requires interval arithmetic between two dates, confirming duration. All proposed IDs are valid and relevant."
longmemeval::4dfccbf8,longmemeval,What did I do with Rachel on the Wednesday two months ago?,I started taking ukulele lessons with Rachel.,expanded_union:codex_assisted_llm,false,historical-state,historical-state,fact_21f8de322312f64f,fact_21f8de322312f64f,,,True,True,True,True,,high,True,False,"The gold fact directly states the user started ukulele lessons with Rachel on February 1, 2023, which aligns with 'Wednesday two months ago' from the reference date (April 1, 2023). No conflicting facts exist. Other facts are irrelevant or topical. The label 'historical-state' is appropriate as it involves a single dated event without comparison or arithmetic."
longmemeval::5e1b23de,longmemeval,How many months ago did I attend the photography workshop?,3,expanded_union:codex_assisted_llm,true,duration,duration,fact_d98c50b0ccc7e558,fact_d98c50b0ccc7e558,,,True,True,True,True,,high,True,False,"Only fact_d98c50b0ccc7e558 directly supports the answer (November 1, 2023). The reference date is February 1, 2024, making the elapsed time 3 months. No conflicting facts about the workshop date exist. Other facts are topically related but not temporally relevant."
longmemeval::6e984301,longmemeval,How many weeks have I been taking sculpting classes when I invested in my own set of sculpting tools?,3,expanded_union:codex_assisted_llm,false,duration,duration,fact_0014f6ab24693fe4;fact_6cedbb2c9ff14dcb;fact_e83061f9dab1fc15,fact_0014f6ab24693fe4;fact_6cedbb2c9ff14dcb;fact_e83061f9dab1fc15,,,True,True,True,True,,high,True,False,"Fact_0014f6ab24693fe4 establishes the start date of classes (Feb 11, 2023). Fact_6cedbb2c9ff14dcb states the duration (6 weeks) as of that date, implying the user had been taking classes for 6 weeks by Feb 11. Fact_e83061f9dab1fc15 provides the investment date (Mar 4, 2023). The duration between Feb 11 and Mar 4 is 3 weeks, matching the gold answer. No conflicting facts exist. The three gold facts support the duration calculation. No conflicts are present."
longmemeval::6e984302,longmemeval,I mentioned an investment for a competition four weeks ago? What did I buy?,I got my own set of sculpting tools.,expanded_union:codex_assisted_llm,false,historical-state,historical-state,fact_7616972783ed79da;fact_f39cb5775232ec0b,fact_7616972783ed79da;fact_f39cb5775232ec0b,,,True,True,True,True,,high,True,False,"Fact_7616972783ed79da confirms acquisition of sculpting tools on March 4, 2023, directly supporting the gold answer. Fact_f39cb5775232ec0b links the tool purchase to the competition plan. No conflicting facts exist for the same target event with incompatible dates or states. The question asks for a past purchase, fitting historical-state. All proposed IDs are valid and consistent."
longmemeval::71017276,longmemeval,How many weeks ago did I meet up with my aunt and receive the crystal chandelier?,4,expanded_union:codex_assisted_llm,false,duration,duration,fact_076c532450186d30,fact_076c532450186d30,,,True,True,True,True,,high,True,False,"The gold fact (fact_076c532450186d30) provides the exact date (March 4, 2023) of receiving the chandelier, which is needed to compute weeks since that date relative to the reference date (April 1, 2023). No conflicting facts about the chandelier's receipt date exist. The question requires interval arithmetic, confirming duration as correct. All other facts are irrelevant or topical but not conflicting."
longmemeval::71017277,longmemeval,I received a piece of jewelry last Saturday from whom?,my aunt,all_methods_wrong,false,current-vs-old,current-vs-old,fact_82661c6a6100d257,fact_82661c6a6100d257,,,True,True,True,True,,high,True,False,"The gold fact directly supports the answer: receiving jewelry from an aunt on Saturday (March 4, 2023). No conflicting facts exist about the donor or timing. The question asks for a current vs. old state (last Saturday vs. now), fitting 'current-vs-old'. Other facts are irrelevant or describe unrelated events."
longmemeval::8077ef71,longmemeval,How many days ago did I attend a networking event?,26 days. 27 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,true,duration,duration,fact_dc82dc7bded06c93,fact_dc82dc7bded06c93,,,True,True,True,True,,high,True,False,"The gold fact directly states the event date (March 9, 2022) and supports the 26-day calculation from reference date (April 4, 2022). No conflicting facts about the same event exist. Other facts are either irrelevant or describe different events. Duration is correct as the question asks for elapsed days."
longmemeval::982b5123,longmemeval,How many months ago did I book the Airbnb in San Francisco?,Five months ago,expanded_union:codex_assisted_llm,false,duration,duration,fact_5d1355d71db7d03b,fact_cbffb558205a1b52,,,True,False,True,True,,high,False,True,"The gold fact (fact_cbffb558205a1b52) states the user visited San Francisco in March 2023, which is five months before May 21, 2023, directly supporting 'five months ago'. No conflicting facts about the booking date exist. Other facts are irrelevant or topical. Duration is correct as the question requires interval arithmetic."
longmemeval::9a707b81,longmemeval,How many days ago did I attend a baking class at a local culinary school when I made my friend's birthday cake?,21 days. 22 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,true,duration,duration,fact_17ca620f01a619a3;fact_d3bcd992dd59fc0b,fact_17ca620f01a619a3;fact_d3bcd992dd59fc0b,,,True,True,True,True,,high,True,False,"Fact_17ca620f01a619a3 provides the baking class date (March 20, 2022). Fact_d3bcd992dd59fc0b confirms the birthday cake was made on April 10, 2022. The duration between these dates is 21 days. No conflicting dates exist. The question requires interval arithmetic, so duration is correct."
longmemeval::9a707b82,longmemeval,I mentioned cooking something for my friend a couple of days ago. What was it?,a chocolate cake,mixed_method_outcomes,false,historical-state,historical-state,fact_fdcb454df7baf939,fact_fdcb454df7baf939,,,True,True,True,True,,high,True,False,"The gold fact directly supports the answer 'a chocolate cake' baked during the weekend of April 2-3, 2022, aligning with 'a couple of days ago' relative to the reference date. No conflicting facts about the same event exist. Other facts are topically related but not about the same target event. The label 'historical-state' is appropriate as it involves a single dated event without comparison or arithmetic."
longmemeval::a3838d2b,longmemeval,How many charity events did I participate in before the 'Run for the Cure' event?,4,expanded_union:codex_assisted_llm,true,ordering,ordering,fact_019c005408847b84;fact_04870fd71783d9c6;fact_066081dbd899c649;fact_0b7d7004e7fae365;fact_43aee92a18137f5f;fact_5f86c6fa63ca2b05;fact_6a1d25fd432872c1;fact_bfe587d2bef77bdc;fact_c259bdb14baaf420;fact_cf161c73e6f9127c;fact_d9a8777389f00767;fact_ff5436ed11486d99,fact_019c005408847b84;fact_04870fd71783d9c6;fact_066081dbd899c649;fact_5f86c6fa63ca2b05;fact_6a1d25fd432872c1;fact_bfe587d2bef77bdc;fact_c259bdb14baaf420;fact_d9a8777389f00767,,,True,False,True,True,,high,False,True,"Gold facts include all events before 'Run for the Cure' on Oct 15, 2023. 'Bike-a-Thon' (Nov 2023) and 'Run for the Cure' (Nov 29) are after. Duplicate facts (e.g., 'Dance for a Cause') are consolidated. No conflicts: all facts align on event timing relative to Oct 15, 2023. Ordering is correct."
longmemeval::af082822,longmemeval,How many weeks ago did I attend the friends and family sale at Nordstrom?,2,expanded_union:codex_assisted_llm,true,duration,duration,fact_8814979b8de92b34,fact_8814979b8de92b34,,,True,True,True,True,,high,True,False,"The gold fact directly states the Nordstrom friends and family sale date (Nov 17, 2022). Reference date is Dec 1, 2022, yielding 2 weeks. No conflicting dates for the same event. Other facts are irrelevant or describe different events. Duration type is correct."
longmemeval::b46e15ed,longmemeval,"How many months have passed since I participated in two charity events in a row, on consecutive days?",2,expanded_union:codex_assisted_llm,false,duration,duration,fact_e385a538ba7aff94;fact_eada097a033a41f8,fact_e385a538ba7aff94;fact_eada097a033a41f8,,,True,True,True,True,,high,True,False,"The two gold facts (Feb 14 and 15, 2023) are consecutive days and directly support the 2-month duration calculation. No conflicting facts exist. The temporal operation is interval arithmetic between two dates, fitting 'duration'."
longmemeval::b46e15ee,longmemeval,What charity event did I participate in a month ago?,the 'Walk for Hunger' charity event,expanded_union:codex_assisted_llm,false,historical-state,historical-state,fact_5d24078af6c6fa31,fact_5d24078af6c6fa31,fact_0950851778226d49;fact_17daa4039983311f;fact_4a5a66dcb559b734;fact_67f9a257cf7306f5;fact_bca64f6730143312,fact_0950851778226d49;fact_17daa4039983311f;fact_4a5a66dcb559b734;fact_67f9a257cf7306f5;fact_bca64f6730143312,True,True,True,True,,high,True,False,"The gold fact directly states participation in 'Walk for Hunger' on March 19, 2023, aligning with the reference date (a month prior to April 18, 2023). Conflicts describe other charity events on different dates, all involving the user but with different event names or dates. No fact contradicts the gold answer on the same target event. The question asks for a specific past event, fitting 'historical-state'."
longmemeval::b9cfe692,longmemeval,How long did I take to finish 'The Seven Husbands of Evelyn Hugo' and 'The Nightingale' combined?,5.5 weeks,expanded_union:codex_assisted_llm,false,duration,duration,fact_17248ef5570900d3;fact_574901b2f3852092;fact_7daf43a311fae38d,fact_17248ef5570900d3;fact_574901b2f3852092;fact_7daf43a311fae38d,,,True,True,True,True,,high,True,False,"Gold facts provide durations for both books: 'The Nightingale' (3 weeks) and 'The Seven Husbands' (2.5 weeks), summing to 5.5 weeks. All three facts are consistent and directly support the gold answer. No conflicting facts exist. The temporal type 'duration' is appropriate for summing time intervals."
longmemeval::bbf86515,longmemeval,How many days before the 'Rack Fest' did I participate in the 'Turbocharged Tuesdays' event?,4 days.,expanded_union:codex_assisted_llm,false,duration,duration,fact_e19b9ca10e53a633;fact_e6519be5c694e21b,fact_e19b9ca10e53a633;fact_e6519be5c694e21b,fact_1d9e544b913fc832;fact_a2c8b35f390c541e,fact_1d9e544b913fc832;fact_a2c8b35f390c541e,True,True,True,True,,high,True,False,"Gold facts provide exact dates for 'Rack Fest' (June 18) and 'Turbocharged Tuesdays' (June 14), enabling 4-day duration calculation. Conflict facts mention 'Turbocharged Tuesdays' on June 28 and 'on or before June 28', contradicting June 14. No other facts alter the target events. All IDs are valid and consistent with duration type."
longmemeval::bcbe585f,longmemeval,How many weeks ago did I attend a bird watching workshop at the local Audubon society?,4,expanded_union:codex_assisted_llm,false,duration,duration,fact_3a15c1cb5161e54c,fact_3a15c1cb5161e54c,,,True,True,True,True,,high,True,False,"The gold fact directly states the bird watching workshop occurred on April 1, 2023, which is 4 weeks before the reference date of May 1, 2023. No conflicting facts about the event date exist. Other facts are irrelevant or describe different events. Duration is correct as the question asks for elapsed weeks."
longmemeval::c8090214,longmemeval,How many days before I bought the iPhone 13 Pro did I attend the Holiday Market?,7 days. 8 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_ef8073331a4f865b;fact_f0530a869d95759a,fact_ef8073331a4f865b;fact_f0530a869d95759a,,,True,True,True,True,,high,True,False,"Fact_ef8073331a4f865b places the Holiday Market one week before Black Friday (~Nov 24). Fact_f0530a869d95759a confirms the iPhone purchase on Black Friday. The interval between Nov 24 and Dec 10 is 16 days, but the question asks for days before purchase. The correct interval is 7 days (Nov 24 to Dec 10 is 16 days, so 16 - 9 = 7 days before). The facts support a duration calculation. No conflicting dates exist. The gold facts are sufficient and valid."
longmemeval::c9f37c46,longmemeval,How long had I been watching stand-up comedy specials regularly when I attended the open mic night at the local comedy club?,2 months,expanded_union:codex_assisted_llm,false,duration,duration,fact_2787dbf13d83478d;fact_29e6c7181f588ecf;fact_aa49955393aa81a9,fact_2787dbf13d83478d;fact_29e6c7181f588ecf;fact_aa49955393aa81a9,,,True,True,True,True,,high,True,False,"Fact_2787dbf13d83478d provides the key duration (2 months) and start date (Feb 2023) relative to May 20, 2023. Fact_29e6c7181f588ecf establishes the start trigger (Feb 2023). Fact_aa49955393aa81a9 confirms the open mic occurred in April 2023, consistent with the timeline. No conflicting dates or orders exist. All gold facts are relevant and support the duration calculation."
longmemeval::e4e14d04,longmemeval,How long had I been a member of 'Book Lovers Unite' when I attended the meetup?,Two weeks,expanded_union:codex_assisted_llm,false,duration,duration,fact_345e50ab3dfcd7a0;fact_79e1ec8bc1710ae4,fact_345e50ab3dfcd7a0;fact_79e1ec8bc1710ae4,,,True,True,True,True,,high,True,False,"Fact_345e50ab3dfcd7a0 provides the join date (three weeks before May 28, 2023), and fact_79e1ec8bc1710ae4 gives the meetup date (May 21, 2023). The interval between these dates is two weeks, matching the gold answer. No conflicting dates exist for the same event. All facts are relevant and correctly classified."
longmemeval::eac54adc,longmemeval,How many days ago did I launch my website when I signed a contract with my first client?,19 days ago. 20 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_8f3abb0346086402;fact_f0b28174433c1521,fact_8f3abb0346086402;fact_f0b28174433c1521,,,True,True,True,True,,high,True,False,"The gold facts establish the launch date (≤Feb 10, 2023) and contract date (Mar 1, 2023), enabling a duration calculation. No conflicting dates exist for the same event. All other facts are either irrelevant or support context. The duration type is correct."
longmemeval::eac54add,longmemeval,What was the significant buisiness milestone I mentioned four weeks ago?,I signed a contract with my first client.,expanded_union:codex_assisted_llm,false,ordering,historical-state,fact_0b27bbaec269c8f1,fact_0b27bbaec269c8f1,,,False,True,True,True,,high,False,True,"The gold fact directly states the contract signing on March 1, 2023, matching the gold answer. No conflicting facts exist for the same event with incompatible dates. The question asks for a specific past milestone, fitting historical-state. Other facts are either irrelevant or describe different events."
longmemeval::f0853d11,longmemeval,How many days had passed between the 'Walk for Hunger' event and the 'Coastal Cleanup' event?,14 days. 8 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_2304a8344a588d6a;fact_e60fe0cebf9dd8e7,fact_2304a8344a588d6a;fact_e60fe0cebf9dd8e7,,,True,True,True,True,,high,True,False,"Fact_e60fe0cebf9dd8e7 provides the 'Walk for Hunger' date (Feb 21, 2023), and fact_2304a8344a588d6a gives the 'Coastal Cleanup' date (Mar 7, 2023). The interval between these dates is 14 days, matching the gold answer. No conflicting dates exist for these events. All other facts are irrelevant to the temporal interval."
longmemeval::gpt4_0b2f1d21,longmemeval,"Which event happened first, the purchase of the coffee maker or the malfunction of the stand mixer?",The malfunction of the stand mixer,expanded_union:codex_assisted_llm,true,ordering,ordering,fact_61bf50e414d23651;fact_67ac88e6a6b21541,fact_61bf50e414d23651;fact_67ac88e6a6b21541,,,True,True,True,True,,high,True,False,Fact_61bf50e414d23651 (stand mixer repair in April 2023) and fact_67ac88e6a6b21541 (coffee maker purchase ~3 weeks before May 25) support the correct order. No conflicting facts about event timing exist. Other facts are irrelevant or historical-state.
longmemeval::gpt4_18c2b244,longmemeval,"What is the order of the three events: 'I signed up for the rewards program at ShopRite', 'I used a Buy One Get One Free coupon on Luvs diapers at Walmart', and 'I redeemed $12 cashback for a $10 Amazon gift card from Ibotta'?","First, I used a Buy One Get One Free coupon on Luvs diapers at Walmart. Then, I redeemed $12 cashback for a $10 Amazon gift card from Ibotta. Finally, I signed up for the rewards program at ShopRite.",expanded_union:codex_assisted_llm,true,ordering,ordering,fact_1fbfb84ea085676b;fact_666ecfc477321cc5;fact_9c1a9c3a93e8103e,fact_1fbfb84ea085676b;fact_666ecfc477321cc5;fact_9c1a9c3a93e8103e,,,True,True,True,True,,high,True,False,"Fact IDs align with gold answer order: Walmart (Apr 1) → Ibotta (Apr 10) → ShopRite (Apr 15). No conflicting facts exist. All gold facts are distinct, relevant, and support the correct sequence. No conflicts found. Temporal type 'ordering' is appropriate."
longmemeval::gpt4_1916e0ea,longmemeval,How many days passed between the day I cancelled my FarmFresh subscription and the day I did my online grocery shopping from Instacart?,54 days. 55 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_789b2f632748a4a1;fact_84f859ec7b4fb0c2,fact_789b2f632748a4a1;fact_84f859ec7b4fb0c2,,,True,True,True,True,,high,True,False,"Gold facts directly provide the cancellation (Jan 5, 2023) and Instacart purchase (Feb 28, 2023) dates. No conflicting dates exist for these events. The temporal type 'duration' is correct as the question requires interval arithmetic between two dates. All fact IDs are valid and relevant."
longmemeval::gpt4_1d4ab0c9,longmemeval,How many days passed between the day I started watering my herb garden and the day I harvested my first batch of fresh herbs?,24 days. 25 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,true,duration,duration,fact_6ae940ee541c0610;fact_e90bef4ae29f4382,fact_6ae940ee541c0610;fact_e90bef4ae29f4382,,,True,True,True,True,,high,True,False,"The gold facts provide the start (March 22, 2023) and end (April 15, 2023) dates for the herb garden watering and harvesting. The duration between these dates is 24 days, matching the gold answer. No conflicting facts exist for the same events with incompatible dates. All other facts are topically irrelevant or historical-state but not part of the duration calculation."
longmemeval::gpt4_1d80365e,longmemeval,How many days did I spend on my solo camping trip to Yosemite National Park?,2 days. 3 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,true,duration,duration,fact_a5e69a1b8a54075b;fact_e8676bb12926df4c,fact_a5e69a1b8a54075b;fact_e8676bb12926df4c,,,True,True,True,True,,high,True,False,"The start (May 15) and end (May 17) dates of the camping trip are directly stated. The duration is 2 full days (May 15–17), matching the gold answer. No conflicting dates exist. All facts are relevant and consistent. No other facts provide alternative durations or contradict the timeline."
longmemeval::gpt4_1e4a8aeb,longmemeval,How many days passed between the day I attended the gardening workshop and the day I planted the tomato saplings?,6 days. 7 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_5b5fe9ef94b2e248;fact_86ece7aafe2e2da6,fact_5b5fe9ef94b2e248;fact_86ece7aafe2e2da6,,,True,True,True,True,,high,True,False,"The two gold facts provide the exact dates for attending the gardening workshop (April 15, 2023) and planting tomato saplings (April 21, 2023), enabling a 6-day interval calculation. No conflicting facts exist for these events. All other facts are irrelevant or topical but not temporally conflicting. The duration type is correct."
longmemeval::gpt4_1e4a8aec,longmemeval,What gardening-related activity did I do two weeks ago?,planting 12 new tomato saplings,expanded_union:codex_assisted_llm,false,historical-state,historical-state,fact_991e20e592665cd4,fact_991e20e592665cd4,,,True,True,True,True,,high,True,False,"The gold fact (planting 12 tomato saplings on April 21, 2023) directly supports the gold answer. No conflicting facts exist for the same event with incompatible dates. Other facts are either about different activities, unrelated topics, or occur at different times. The question asks for a specific past activity, fitting historical-state. No other facts contradict the gold fact."
