key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,has_active_entity,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-4B::577d4d32::fact_b5a31108a4f3f208,Qwen3-4B,577d4d32,single-session-user,fact_b5a31108a4f3f208,"The assistant suggested the caption example 'Summer 1955: Grandma's 25th birthday celebration at the family farm' for use in the slideshow on May 25, 2023.",other_multi_entity,Summer 1955 | Grandma's 25th birthday celebration | family farm,,False,Grandma's 25th birthday celebration | family farm | Summer 1955,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact contains three salient expected entities: 'Grandma's 25th birthday celebration', 'family farm', and 'Summer 1955', all of which are specific, reusable, and semantically meaningful. However, since no entity keys are active, neither precision nor recall applies. The entity tree is semantically needed, but no keys are activated."
Qwen3-4B::ac031881::fact_1e2c1857c041944d,Qwen3-4B,ac031881,single-session-assistant,fact_1e2c1857c041944d,"The assistant recommends using a shared backdrop or tablecloth that complements both brands at the Spring Fling Market on May 30, 2023.",other_multi_entity,shared backdrop | tablecloth | brands | Spring Fling Market,,False,Spring Fling Market | shared backdrop | tablecloth,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly references 'Spring Fling Market' (a named event), 'shared backdrop', and 'tablecloth' (reusable physical items) as salient expected entities. These are all supported by the fact and would form useful long-term memory scopes. Since none of these are active, recall fails."
Qwen3-4B::5a4f22c0::fact_f0baaff506c848a9,Qwen3-4B,5a4f22c0,knowledge-update,fact_f0baaff506c848a9,The assistant provided a Google Sheets template recommendation for setting up a commute tracker with columns for key metrics and the ability to use formulas to calculate totals and averages.,other_multi_entity,Google Sheets | formulas | totals | averages,,False,Google Sheets | formulas | totals,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'Google Sheets' (the platform), 'formulas' (a key feature used for calculations), and 'totals' (a metric being tracked). Since none of these are active, recall fails. 'Averages' is not a standalone expected entity here as it is a derived metric rather than a reusable entity scope."
Qwen3-4B::18bc8abd::fact_7c13a23a284b2881,Qwen3-4B,18bc8abd,knowledge-update,fact_7c13a23a284b2881,"The assistant instructed placing the brisket fat side up in the smoker with the lid closed and vents set for a gentle smoke flow on April 16, 2023.",other_multi_entity,brisket | fat side up | smoker | lid | vents,,False,"brisket | smoker | April 16, 2023",NOT_APPLICABLE,FAIL,high,"The fact mentions 'brisket' as a specific food item, 'smoker' as a cooking appliance, and 'April 16, 2023' as a specific date that names a distinct event (a cooking session). These are salient expected entities. However, no active_entity_keys are present, so recall fails. The precision verdict is NOT_APPLICABLE because there are no active keys to evaluate. The date is included as an expected entity because it names a specific event (the cooking session), satisfying the exception rule for dates."
Qwen3-4B::gpt4_e414231e::fact_d9c091b64f9c6c0d,Qwen3-4B,gpt4_e414231e,temporal-reasoning,fact_d9c091b64f9c6c0d,The assistant recommended Philips Hue as a well-known and popular brand for smart lighting with a user-friendly app and voice control compatibility with Amazon Alexa and Google Assistant.,temporal_active,Philips Hue | Amazon Alexa | Google Assistant,amazon_alexa | google_assistant,True,Philips Hue | Amazon Alexa | Google Assistant,PASS,PARTIAL,high,"All active entity keys ('amazon_alexa', 'google_assistant') are supported by the fact and are useful long-term memory scopes. However, 'philips_hue' is a salient expected entity in the fact (as the recommended brand) but is not active (marked as 'lazy'), so recall is only partial. The fact explicitly names Philips Hue as a key product, making it a salient expected entity. No unsupported or overly generic entities are present in the active keys."
Qwen3-4B::gpt4_f420262d::fact_b10b39c6ada0258d,Qwen3-4B,gpt4_f420262d,temporal-reasoning,fact_b10b39c6ada0258d,The user considers staying in Yokohama instead of Tokyo due to its more laid-back atmosphere and accessibility.,temporal_active,Yokohama | Tokyo | laid-back atmosphere,tokyo,True,Yokohama | Tokyo | laid-back atmosphere,PASS,PARTIAL,high,"The active entity key 'tokyo' is supported and useful. 'Yokohama' is a salient expected entity but not active, and 'laid-back atmosphere' is a descriptive attribute rather than a reusable entity, though it is semantically relevant. The absence of 'yokohama' in active keys reduces recall, but precision remains high as the active key is valid."
Qwen3-4B::gpt4_70e84552::fact_54b09f3521af6728,Qwen3-4B,gpt4_70e84552,temporal-reasoning,fact_54b09f3521af6728,"The assistant advised selecting a watercolor brush with synthetic or natural fibers and a round or flat shape for creating smooth washes on May 25, 2023.",temporal_active,watercolor brush | synthetic fibers | natural fibers | round or flat shape | smooth washes,natural_fibers,True,watercolor brush | natural fibers | round or flat shape,PASS,PARTIAL,high,"The active entity 'natural_fibers' is supported by the fact and is a useful long-term memory scope. However, 'watercolor brush' and 'round or flat shape' are salient expected entities not currently active, though they are semantically relevant and reusable. 'smooth_washes' is a descriptive outcome, not a reusable entity, and thus not expected. The precision is PASS because the active key is valid and useful. Recall is PARTIAL because not all salient expected entities are covered."
Qwen3-4B::gpt4_2f56ae70::fact_a917d841957fa914,Qwen3-4B,gpt4_2f56ae70,temporal-reasoning,fact_a917d841957fa914,"The assistant recommended 'Black Mirror' (Netflix) as a show similar to 'Westworld' on May 26, 2023.",temporal_active,Black Mirror | Netflix | Westworld,netflix,True,Black Mirror | Netflix | Westworld,PASS,PARTIAL,high,"The active entity key 'netflix' is supported and useful, as Netflix is a named organization and central to the context of the recommendation. 'Black Mirror' and 'Westworld' are both titled works and salient expected entities, but only 'Netflix' is active. Thus, precision is PASS (all active keys are valid), but recall is PARTIAL because two salient expected entities are not covered by active keys."
Qwen3-4B::gpt4_e061b84g::fact_8d8db94582654ab3,Qwen3-4B,gpt4_e061b84g,temporal-reasoning,fact_8d8db94582654ab3,The user sells homemade jam and candles at local markets and is seeking advice on pricing them for the Foodie Fest.,temporal_active,homemade jam | candles | local markets | Foodie Fest,foodie_fest,True,Foodie Fest | homemade jam | candles,PASS,PARTIAL,high,"The active entity 'foodie_fest' is a salient expected entity and correctly activated. However, 'homemade jam' and 'candles' are salient expected entities that are not active, leading to partial recall. The active key is supported and useful, so precision is PASS. No spurious or overly generic keys are active, so precision is not compromised."
Qwen3-4B::gpt4_1d4ab0c9::fact_2de2f89e0a60e432,Qwen3-4B,gpt4_1d4ab0c9,temporal-reasoning,fact_2de2f89e0a60e432,"The assistant listed Trello as a project management tool with over 100 integrations, including Google Calendar, Slack, and GitHub, and noted it offers a Power-Up feature for custom integrations, on April 01, 2023 (Saturday) at 10:33 AM UTC+00:00.",temporal_active,Trello | 100 integrations | Google Calendar | Slack | GitHub | Power-Up,github | trello,True,Trello | Google Calendar | Slack | GitHub,PASS,PARTIAL,high,"The active entity keys 'github' and 'trello' are both supported by the fact and are useful long-term memory scopes. 'Google Calendar' and 'Slack' are also salient expected entities explicitly mentioned as integrations with Trello, but they are not active. The 'Power-Up' feature is a functional attribute rather than a standalone entity, and '100 integrations' is a numerical attribute, not a reusable entity. Thus, precision is PASS because all active keys are valid and useful. Recall is PARTIAL because two salient expected entities ('Google Calendar', 'Slack') are missing from the active keys."
Qwen3-4B::gpt4_6ed717ea::fact_d6e9760a71ec2113,Qwen3-4B,gpt4_6ed717ea,temporal-reasoning,fact_d6e9760a71ec2113,Melbourne's winter typically runs from June to August with July being the coldest month.,temporal_active,Melbourne winter | June | July | August,july,True,Melbourne winter | July | June,PASS,PARTIAL,high,"The active entity 'july' is a valid and useful expected entity as it refers to the coldest month in Melbourne's winter. 'Melbourne winter' is a salient expected entity but is not active. 'June' is also a salient expected entity (as part of the winter timeframe) but is not active. 'August' is not explicitly highlighted as a key entity in the fact, though it is part of the timeframe. The active key 'july' is supported and useful, so precision is PASS. Recall is PARTIAL because not all salient expected entities ('Melbourne winter', 'June') are covered by active keys."
Qwen3-4B::b29f3365::fact_96a9bc5a6c6b08f2,Qwen3-4B,b29f3365,temporal-reasoning,fact_96a9bc5a6c6b08f2,"The user expressed interest in table lamps and floor lamps that would create a cozy atmosphere in their room on May 25, 2023.",temporal_active,cozy atmosphere | table lamps | floor lamps,cozy_atmosphere | floor_lamps | table_lamps,True,cozy atmosphere | table lamps | floor lamps,PASS,PASS,high,"All active entity keys are explicitly supported by the fact and represent reusable, salient semantic entities. 'cozy atmosphere' is a descriptive quality tied to lighting choices, while 'table lamps' and 'floor lamps' are named product types. No spurious or overly generic entities are present. All expected entities are covered by active keys."
Qwen3-4B::gpt4_385a5000::fact_bb845a59834bc7fe,Qwen3-4B,gpt4_385a5000,temporal-reasoning,fact_bb845a59834bc7fe,"The assistant recommended tossing roasted vegetables with olive oil, salt, and pepper and roasting them until tender and lightly browned on March 10, 2023.",temporal_active,roasted vegetables | olive oil | salt | pepper | oven,roasted_vegetables,True,roasted vegetables | olive oil | oven,PASS,PARTIAL,high,"The active entity 'roasted_vegetables' is supported and useful. 'olive oil' and 'oven' are salient expected entities not covered by active keys, though they are mentioned in the fact and relevant to the cooking process. 'salt' and 'pepper' are generic ingredients and not considered expected entities unless they are part of a named product or recipe. The fact mentions a specific date, but it does not name a specific event, so no event entity is expected. Precision is PASS because the active key is valid and useful. Recall is PARTIAL because two salient expected entities ('olive oil', 'oven') are not active."
Qwen3-4B::gpt4_68e94288::fact_c3498f3d7a3343a8,Qwen3-4B,gpt4_68e94288,temporal-reasoning,fact_c3498f3d7a3343a8,"The user inquired about low-maintenance plants that can purify air and brighten their living room on February 25, 2023.",temporal_active,plants | air purification | living room,living_room,True,plants | air purification | living room,PASS,PARTIAL,high,"The active entity 'living_room' is supported and useful. However, 'plants' and 'air purification' are salient expected entities in the fact but are not active, leading to partial recall. 'living_room' is the only active key, which is valid and precise. No unsupported or spurious keys are present."
Qwen3-4B::gpt4_2c50253f::fact_038fca3bbbe8316e,Qwen3-4B,gpt4_2c50253f,temporal-reasoning,fact_038fca3bbbe8316e,"The assistant recommended almond milk for peanut butter banana overnight oats on May 27, 2023, noting it is low in calories, rich in vitamins, and adds a subtle nutty flavor.",temporal_active,almond milk | peanut butter banana overnight oats,almond_milk,True,almond milk | peanut butter banana overnight oats,PASS,PARTIAL,high,"The active entity 'almond_milk' is a valid, specific, and reusable entity supported by the fact. The other expected entity, 'peanut butter banana overnight oats', is also salient and explicitly mentioned as the dish being prepared, but it is not active (marked as 'lazy'). Since the fact centers on a recommendation involving both entities, both are expected. However, only 'almond_milk' is active, so recall is partial. No spurious or unsupported entities are active, so precision is PASS."
Qwen3-4B::gpt4_76048e76::fact_28acd8d0efdb98c7,Qwen3-4B,gpt4_76048e76,temporal-reasoning,fact_28acd8d0efdb98c7,"The assistant described the installation process of the Zagg InvisibleShield as relatively easy but requiring care and attention to detail to ensure a bubble-free application on March 10, 2023.",temporal_active,Zagg InvisibleShield | installation process | bubble-free application,installation_process,True,Zagg InvisibleShield | installation process | bubble-free application,PASS,PARTIAL,high,"The active entity 'installation_process' is supported by the fact and is a useful long-term memory scope. 'Zagg InvisibleShield' and 'bubble-free application' are salient expected entities not covered by active keys, though they are semantically relevant. The precision is PASS because the active key is valid and useful. Recall is PARTIAL because not all salient expected entities are active."
Qwen3-4B::0bb5a684::fact_7b0392e7023fc6b5,Qwen3-4B,0bb5a684,temporal-reasoning,fact_7b0392e7023fc6b5,The assistant emphasized the value of attending film festival panels for learning from industry experts and gaining insights into distribution trends.,temporal_active,film festival panels | industry experts | distribution strategies,industry_experts,True,industry experts | film festival panels | distribution strategies,PASS,PARTIAL,high,"The active entity 'industry_experts' is supported by the fact and is a salient expected entity. However, 'film_festival_panels' and 'distribution_strategies' are also salient expected entities explicitly mentioned in the fact but are not active. Thus, recall is partial. Precision is PASS because the only active key is valid and useful."
Qwen3-4B::8c18457d::fact_64938b4537693808,Qwen3-4B,8c18457d,temporal-reasoning,fact_64938b4537693808,The assistant recommended 'The Ties That Bind' as a psychological thriller about a woman returning to her hometown to care for her ailing mother and uncovering dark secrets that threaten her family.,temporal_active,The Ties That Bind | Erin Kelly | psychological thriller | hometown | family secrets,psychological_thriller,True,The Ties That Bind | Erin Kelly | family secrets,PASS,PARTIAL,high,"The active entity 'psychological_thriller' is a valid and useful category, but it is overly generic and not a specific, reusable entity. The expected entities 'The Ties That Bind' (a titled work), 'Erin Kelly' (the author), and 'family secrets' (a salient thematic entity) are all explicitly supported by the fact and would form useful long-term memory scopes. However, only 'family secrets' is not covered by the active key, and 'The Ties That Bind' is not active despite being a central expected entity. 'psychological_thriller' is supported but not a specific entity—thus precision is PASS because the active key is useful and supported, but recall is PARTIAL because not all salient expected entities are active."
Qwen3-4B::gpt4_2312f94c::fact_a955648d46e13853,Qwen3-4B,gpt4_2312f94c,temporal-reasoning,fact_a955648d46e13853,The user has a birthday gift card from their sister with a value that is currently unused and intended for purchasing a denim jacket.,temporal_active,birthday gift card | sister | denim jacket,denim_jacket,True,birthday gift card | sister | denim jacket,PASS,PARTIAL,high,"The active entity 'denim_jacket' is a valid and useful expected entity supported by the fact. However, 'sister' and 'birthday gift card' are salient expected entities that are not active, despite being explicitly mentioned and semantically relevant. 'birthday gift card' is a named product with a specific purpose, and 'sister' is a person with a clear relational role. The fact implies a long-term memory scope involving these entities. Thus, recall is partial. Precision is PASS because the only active key is supported and useful."
Qwen3-4B::2ebe6c90::fact_fbb418f834363a67,Qwen3-4B,2ebe6c90,temporal-reasoning,fact_fbb418f834363a67,The user suggested that a live makeup tutorial on YouTube would be a fantastic way to engage with an audience interested in skincare and beauty routines.,temporal_active,live makeup tutorial | YouTube | skincare | beauty routine,youtube,True,YouTube | live makeup tutorial | skincare,PASS,PARTIAL,high,"The active entity 'youtube' is a valid and useful expected entity. 'live makeup tutorial' and 'skincare' are salient expected entities not covered by active keys, so recall is partial. 'beauty routine' is not explicitly named as a distinct entity in the fact and is more of a thematic category; thus, it is not included as an expected entity. All active keys are supported and useful, so precision is PASS."
Qwen3-4B::gpt4_65aabe59::fact_25fb8e74e724ce02,Qwen3-4B,gpt4_65aabe59,temporal-reasoning,fact_25fb8e74e724ce02,"The user plans to expand behind-the-scenes content to other social media platforms including Instagram, Twitter, and Facebook after starting on LinkedIn on May 25, 2023.",temporal_active,Instagram | Twitter | Facebook | behind-the-scenes content,behind_the_scenes_content | facebook | instagram | twitter,True,behind_the_scenes_content | Facebook | Instagram | Twitter,PASS,PASS,high,"All active entity keys are explicitly supported by the fact and represent reusable, salient entities. 'behind_the_scenes_content' is a named type of content, and the three social media platforms are specific organizations. No expected entities are missing, and no spurious keys are present. The temporal context (May 25, 2023) is not a named event, so it does not qualify as an expected entity."
Qwen3-4B::2ebe6c90::fact_c79c3d7e39c0ae1f,Qwen3-4B,2ebe6c90,temporal-reasoning,fact_c79c3d7e39c0ae1f,"The assistant recommended 'The Women in the Castle' by Jessica Shattuck, a novel about three women with unique WWII experiences and their struggles to rebuild lives after the war.",temporal_active,The Women in the Castle | Jessica Shattuck | WWII | three women,wwii,True,The Women in the Castle | Jessica Shattuck | WWII,PASS,PARTIAL,high,"The active entity 'wwii' is a valid and useful expected entity. However, 'The Women in the Castle' and 'Jessica Shattuck' are salient expected entities that are not active, leading to partial recall. The entity 'three women' is too generic and not a reusable named entity, so it is not included in expected entities. All active keys are supported and useful, so precision is PASS."
Qwen3-4B::0bc8ad92::fact_61e4c109d8025ff5,Qwen3-4B,0bc8ad92,temporal-reasoning,fact_61e4c109d8025ff5,"The assistant generated a poem about the International Baccalaureate program on December 8, 2022, emphasizing values like critical thinking, global citizenship, and excellence.",temporal_active,International Baccalaureate | critical thinking | global citizenship | excellence,critical_thinking,True,International Baccalaureate | critical thinking | global citizenship,PASS,PARTIAL,high,"The active entity 'critical_thinking' is supported and useful. 'global_citizenship' and 'international_baccalaureate' are salient expected entities not covered by active keys, but 'excellence' is an attribute rather than a reusable entity scope. The fact explicitly references the International Baccalaureate program and its core values, making both 'International Baccalaureate' and 'global citizenship' salient expected entities. 'critical_thinking' is correctly active, but the others are not, leading to partial recall. No unsupported entities are active, so precision is PASS."
Qwen3-4B::gpt4_7de946e7::fact_0b3b792df918a37c,Qwen3-4B,gpt4_7de946e7,temporal-reasoning,fact_0b3b792df918a37c,"The user recognized a 20% discount on a set of three artisanal soaps purchased at the farmer's market for $15, on or around February 28, 2023.",temporal_active,artisanal soaps | farmer's market | 20% discount | $15,farmer_s_market,True,artisanal soaps | farmer's market | 20% discount,PASS,PARTIAL,high,"The active entity 'farmer_s_market' is supported and useful. 'artisanal soaps' and '20% discount' are salient expected entities not covered by active keys, so recall is partial. No unsupported or spurious keys are active, so precision is PASS. The discount is a named promotional offer tied to a specific transaction, making it a valid expected entity despite being a percentage."
Qwen3-4B::gpt4_7ca326fa::fact_996c140e5d7e051d,Qwen3-4B,gpt4_7ca326fa,temporal-reasoning,fact_996c140e5d7e051d,"The assistant confirmed that becoming a lawyer requires a significant amount of hard work and dedication on June 25, 2022 (Saturday) at 11:52 AM UTC+00:00.",temporal_active,becoming a lawyer | hard work | dedication,hard_work,True,becoming a lawyer | dedication | hard work,PASS,PARTIAL,high,"The active entity key 'hard_work' is supported by the fact and is a useful long-term memory scope. 'dedication' is also explicitly mentioned and relevant, but not active. 'becoming a lawyer' is a salient expected entity (a named process/role) and is not active, though it is supported. Since 'hard_work' is active and valid, precision is PASS. However, not all salient expected entities ('becoming a lawyer' and 'dedication') are covered by active keys, so recall is PARTIAL. The date is not a named event, so it does not form an expected entity."
Qwen3-4B::gpt4_483dd43c::fact_b0006619f281062b,Qwen3-4B,gpt4_483dd43c,temporal-reasoning,fact_b0006619f281062b,"The user has been re-watching episodes of 'Friends' on HBO Max for approximately six months as of May 29, 2023.",temporal_active,Friends | HBO Max | six months,friends | hbo_max,True,Friends | HBO Max,PASS,PASS,high,"The active entity keys 'friends' and 'hbo_max' correspond directly to the named TV show 'Friends' and the streaming platform HBO Max, both of which are salient, reusable entities explicitly supported by the fact. 'six_months' is a temporal duration and not a reusable entity scope, so it is correctly excluded from expected entities. No other salient entities are present in the fact. Precision is PASS because both active keys are supported and useful. Recall is PASS because all expected entities are covered."
Qwen3-4B::bbf86515::fact_5444067521fca3c9,Qwen3-4B,bbf86515,temporal-reasoning,fact_5444067521fca3c9,The user is seeking advice on improving the aerodynamics of their 2018 Ford Mustang GT by adding a rear spoiler or front splitter to reduce drag and improve downforce.,temporal_active,2018 Ford Mustang GT | aerodynamics | rear spoiler | front splitter,2018_ford_mustang_gt,True,2018 Ford Mustang GT | rear spoiler | front splitter,PASS,PARTIAL,high,"The active entity '2018_ford_mustang_gt' is a valid and useful expected entity. 'rear_spoiler' and 'front_splitter' are also expected entities as they are specific, reusable automotive performance parts explicitly mentioned in the fact. However, only '2018_ford_mustang_gt' is active, so recall is partial. The other two entities are not active but are salient and relevant. Precision is PASS because the active key is supported and useful."
Qwen3-4B::gpt4_7a0daae1::fact_e696b8754ac07ece,Qwen3-4B,gpt4_7a0daae1,temporal-reasoning,fact_e696b8754ac07ece,Some airlines have implemented sustainable meal options and invested in more fuel-efficient aircraft to reduce their environmental impact.,temporal_active,sustainable meal options | fuel-efficient aircraft | environmental impact,environmental_impact,True,environmental impact | fuel-efficient aircraft | sustainable meal options,PASS,PARTIAL,high,"The active entity 'environmental_impact' is supported and useful. However, 'fuel_efficient_aircraft' and 'sustainable_meal_options' are salient expected entities not covered by active keys, leading to partial recall. No unsupported or overly generic entities are present, so precision is PASS."
Qwen3-4B::gpt4_f49edff3::fact_0559a7cfcc7a5e82,Qwen3-4B,gpt4_f49edff3,temporal-reasoning,fact_0559a7cfcc7a5e82,"The assistant recommended focusing on one or two types of content as a viable strategy to achieve engagement on Twitter, noting that consistency in tone and voice can help build audience trust and authority.",temporal_active,content focus | engagement | Twitter,twitter,True,Twitter | content focus | engagement,PASS,PARTIAL,high,"The active entity 'twitter' is a valid and useful expected entity. 'content focus' and 'engagement' are salient expected entities supported by the fact but are not active, leading to partial recall. No spurious or unsupported entities are active, so precision is PASS. The fact discusses strategic content focus and engagement on Twitter, making these three entities the key long-term memory scopes."
Qwen3-4B::gpt4_5438fa52::fact_5dd9a76a550c7f84,Qwen3-4B,gpt4_5438fa52,temporal-reasoning,fact_5dd9a76a550c7f84,"The user inquired whether they could book a one-way ticket to the UK and purchase a return ticket later without facing immigration issues on May 27, 2023 (Saturday) at 11:10 AM UTC+00:00.",temporal_active,one-way ticket | return ticket | immigration,return_ticket,True,return_ticket | one_way_ticket | immigration,PASS,PARTIAL,high,"The active entity 'return_ticket' is supported and useful. 'one_way_ticket' and 'immigration' are salient expected entities not covered by active keys, but the active key 'return_ticket' is valid and precise. No unsupported or overly generic keys are present, so precision is PASS. Recall is PARTIAL because not all salient expected entities are active."
Qwen3-4B::gpt4_a2d1d1f6::fact_acd90b340e61d179,Qwen3-4B,gpt4_a2d1d1f6,temporal-reasoning,fact_acd90b340e61d179,"The user plans to list the Canon EOS 80D camera body on eBay, Facebook Marketplace, and Craigslist to reach potential buyers.",temporal_active,eBay | Facebook Marketplace | Craigslist,ebay,True,Canon EOS 80D | eBay | Facebook Marketplace,PASS,PARTIAL,high,"The active entity 'ebay' is supported and useful. 'Canon EOS 80D' and 'Facebook Marketplace' are salient expected entities not covered by active keys, so recall is partial. 'Craigslist' is not active but is a valid expected entity; however, it is not required to be active for recall to pass if the others are covered. The fact mentions three platforms, and only one is active, so recall is partial. Precision is not affected by missing expected entities."
Qwen3-4B::gpt4_ec93e27f::fact_8b7d0d8f4938e1fd,Qwen3-4B,gpt4_ec93e27f,temporal-reasoning,fact_8b7d0d8f4938e1fd,"Luna is sleeping in her new pet bed every night, which is soft and plush, and the user bought it for her on or around February 17, 2023.",temporal_active,Luna | pet bed | soft and plush,luna,True,"Luna | pet bed | February 17, 2023",PASS,PARTIAL,high,"The active entity 'luna' is a valid and useful expected entity. The expected entity 'pet bed' is salient and supported by the fact but is not active. The date 'February 17, 2023' names a specific event (purchase date) and thus qualifies as an expected entity. The attribute 'soft and plush' is descriptive and not a reusable entity, so it is not included. Recall is partial because 'pet bed' and 'February 17, 2023' are salient expected entities not covered by active keys."
Qwen3-4B::gpt4_8c8961ae::fact_96e628bb3cf6e242,Qwen3-4B,gpt4_8c8961ae,temporal-reasoning,fact_96e628bb3cf6e242,"The user questioned whether Patagonia is suitable for solo travelers during the conversation on May 28, 2023.",temporal_active,Patagonia | solo traveler,patagonia,True,Patagonia | solo traveler,PASS,PARTIAL,high,"The entity 'Patagonia' is a specific geographical region and a salient expected entity. 'solo traveler' is a reusable conceptual entity referring to a type of traveler, which is supported by the fact and useful for long-term memory. The active_entity_keys include 'patagonia', which is valid and useful. However, 'solo_traveler' is not active (it is marked as 'lazy'), so the salient expected entity 'solo traveler' is not covered by active keys, resulting in partial recall. No unsupported or spurious entities are present, so precision is PASS."
Qwen3-4B::71017276::fact_cfa8a8f40e10d9aa,Qwen3-4B,71017276,temporal-reasoning,fact_cfa8a8f40e10d9aa,"The assistant described El Raval as a trendy, multicultural neighborhood with street art, independent shops, and eclectic restaurants, known for being more affordable and having a bohemian flair on March 3, 2023.",temporal_active,El Raval | street art | independent shops | eclectic restaurants | multicultural,el_raval,True,El Raval | street art | independent shops,PASS,PARTIAL,high,"The active entity 'el_raval' is a valid and useful expected entity. 'street art' and 'independent shops' are salient, specific, and reusable entities supported by the fact, but are not active. 'eclectic restaurants' is a valid entity but less distinct and more descriptive; 'multicultural' is a generic attribute and not a reusable named entity. Thus, precision is PASS (only one active key, and it is valid), recall is PARTIAL (two salient entities missing from active keys)."
Qwen3-4B::gpt4_e414231f::fact_1487ba9dd6470764,Qwen3-4B,gpt4_e414231f,temporal-reasoning,fact_1487ba9dd6470764,The assistant recommended Frontier Co-op's lavender extract as a brand endorsed by Cook's Illustrated for its balanced flavor and aroma.,temporal_lazy_only,Frontier Co-op | Cook's Illustrated | lavender extract,,False,Frontier Co-op | Cook's Illustrated | lavender extract,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active_entity_keys are present, so precision and recall cannot be evaluated. The fact explicitly supports three salient expected entities: Frontier Co-op (organization), Cook's Illustrated (organization), and lavender extract (named product). However, since no entity keys are active, neither precision nor recall applies. The audit stratum indicates a 'temporal_lazy_only' context, which may explain the lack of activation, but this does not affect the expected entities."
Qwen3-4B::2ebe6c92::fact_1245dbcf6c3254b7,Qwen3-4B,2ebe6c92,temporal-reasoning,fact_1245dbcf6c3254b7,The user accessed the website ukelessons.com for ukulele lessons and tutorials.,temporal_lazy_only,ukelessons.com | ukulele lessons | tutorials,,False,ukelessons.com | ukulele lessons | tutorials,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly supports three salient expected entities: the website 'ukelessons.com', the educational content 'ukulele lessons', and the broader category 'tutorials'. Since no expected entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::gpt4_2f584639::fact_e392d4b9266089ab,Qwen3-4B,gpt4_2f584639,temporal-reasoning,fact_e392d4b9266089ab,The assistant suggests that polycarbonate or Trivex lenses are lightweight and impact-resistant and are a good choice for blue light blocking glasses.,temporal_lazy_only,polycarbonate lenses | Trivex lenses | lightweight | impact-resistant,,False,polycarbonate lenses | Trivex lenses | blue light blocking glasses,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. The expected entities 'polycarbonate lenses', 'Trivex lenses', and 'blue light blocking glasses' are all salient and explicitly supported by the fact. However, none are active in the entity keys, so recall fails. The fact mentions these entities as key components of a recommendation, making them useful long-term memory scopes."
Qwen3-4B::gpt4_8279ba03::fact_6659f151806c6848,Qwen3-4B,gpt4_8279ba03,temporal-reasoning,fact_6659f151806c6848,The user intends to submit their comic book for grading soon and is curious about the expected grade.,temporal_lazy_only,comic book | grading,,False,comic book | grading,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions 'comic book' and 'grading' as salient entities, both of which are reusable and semantically meaningful. However, since no entity keys are active, the audit is not applicable for precision and recall."
Qwen3-4B::gpt4_d6585ce8::fact_e542b3966a2d42d1,Qwen3-4B,gpt4_d6585ce8,temporal-reasoning,fact_e542b3966a2d42d1,"The assistant recommended fatty fish including salmon and tuna as anti-inflammatory foods on March 20, 2023.",temporal_lazy_only,fatty fish | salmon | tuna,,False,salmon | tuna | fatty fish,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly supports three salient expected entities: salmon, tuna, and fatty fish. Since no entity is actively routed, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::6e984301::fact_5eb46256a5f28e35,Qwen3-4B,6e984301,temporal-reasoning,fact_5eb46256a5f28e35,Caltech's admissions committee looks beyond academic metrics to identify students who will thrive in the school's rigorous academic environment and contribute to the campus community.,temporal_lazy_only,Caltech | rigorous academic environment | campus community,,False,Caltech | campus community | rigorous academic environment,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions Caltech as a central entity, and 'campus community' and 'rigorous academic environment' as salient, reusable concepts. However, since no entity keys are active, neither precision nor recall applies. The audit stratum indicates lazy evaluation, which may explain the lack of activation."
Qwen3-4B::gpt4_1d80365e::fact_eb503627d9c4b122,Qwen3-4B,gpt4_1d80365e,temporal-reasoning,fact_eb503627d9c4b122,"The Venezuelan government, led by President Nicolás Maduro, has been accused of causing and exacerbating the crisis through economic policies, corruption, and authoritarian rule.",temporal_lazy_only,Venezuelan government | President Nicolás Maduro | economic policies | corruption | authoritarian rule,,False,Venezuelan government | President Nicolás Maduro | authoritarian rule,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'Venezuelan government', 'President Nicolás Maduro', and 'authoritarian rule'. None of these are active, so recall fails. 'Economic policies' and 'corruption' are attributes or aspects rather than reusable, named entities, and thus are not expected entity scopes."
