key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-4B::60036106::fact_47b8ee0debeeb0c9,Qwen3-4B,60036106,multi-session,fact_47b8ee0debeeb0c9,"The user expressed concern about packing too many clothes for a future trip to Rome, specifically fearing insufficient clothing options.",multi_session_lazy_only,Rome | packing light | insufficient clothes,,Rome | packing light | insufficient clothes,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the salient expected entities—Rome, packing light, and insufficient clothes—are all present in the fact and are reusable, specific semantic entities. Since none are active, recall fails. The fact explicitly references a future trip to Rome, concern about packing light, and fear of insufficient clothing options, all of which justify these entities as expected scopes."
Qwen3-4B::d682f1a2::fact_ad724d1e50381775,Qwen3-4B,d682f1a2,multi-session,fact_ad724d1e50381775,"The assistant advised lighting up the condo by opening curtains and blinds, replacing heavy drapes, and using brighter light bulbs to create a welcoming and airy atmosphere as of May 28, 2023.",multi_session_lazy_only,lighting | curtains | blinds | brighter bulbs,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact describes a set of recommendations for improving lighting in a condo, but does not reference any specific, reusable person, place, organization, named product, titled work, or named event. The extracted entities (e.g., 'curtains', 'blinds', 'brighter bulbs', 'lighting') are general features or actions, not distinct, reusable semantic entities. Since no active entity keys are present and no salient expected entities are identifiable, neither precision nor recall applies."
Qwen3-4B::77eafa52::fact_cdd167505984a585,Qwen3-4B,77eafa52,multi-session,fact_cdd167505984a585,"The user noted that tablet ordering allows employees at Coffee Rock Bagel to focus more on the bagel-making process, leading to a more efficient production workflow.",multi_session_lazy_only,Coffee Rock Bagel | employees | bagel-making process,,Coffee Rock Bagel | bagel-making process | employees,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet the fact explicitly references three salient entities: 'Coffee Rock Bagel' (organization), 'bagel-making process' (process), and 'employees' (group). Since no expected entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::d905b33f::fact_3e634cf76018e6b9,Qwen3-4B,d905b33f,multi-session,fact_3e634cf76018e6b9,The user currently feeds their fish twice a day and is considering increasing the frequency due to the addition of 3 Neon Tetras.,multi_session_lazy_only,feeding schedule | Neon Tetras | fish tank,,Neon Tetras | feeding schedule | fish tank,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet the fact explicitly references 'Neon Tetras', 'feeding schedule', and 'fish tank' as salient entities. These are reusable, specific entities supported by the fact and would form useful long-term memory scopes. Since no expected entities are active, recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate."
Qwen3-4B::681a1674::fact_e403ebe9d8cd0e7c,Qwen3-4B,681a1674,multi-session,fact_e403ebe9d8cd0e7c,"The assistant emphasized that the landing page should feature a strong headline to clearly communicate what the visitor will receive in exchange for their contact information, with supporting copy that explains the benefits of the sample program.",multi_session_lazy_only,headline | supporting copy | benefits | sample program | visitor,,sample program | headline | supporting copy,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'sample program', 'headline', and 'supporting copy'. None of these are covered by active_entity_keys, so recall fails. 'visitor' is a role or user role, not a reusable entity scope, and 'benefits' is an attribute rather than a named entity, so they are not expected entities."
Qwen3-4B::28dc39ac::fact_1e610039afb16ba7,Qwen3-4B,28dc39ac,multi-session,fact_1e610039afb16ba7,"The Utility Dress from Uniqlo's Utility Chic collection is available in khaki, navy, olive, black, and light beige colors.",multi_session_lazy_only,Utility Dress | Uniqlo | Utility Chic collection | khaki | navy | olive | black | light beige,,Utility Dress | Uniqlo | Utility Chic collection,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The expected entities are clearly supported by the fact: 'Utility Dress' is the product, 'Uniqlo' is the brand, and 'Utility Chic collection' is the named product line. The colors (khaki, navy, etc.) are attributes, not expected entities. Since no keys are active, the audit is not applicable."
Qwen3-4B::4f54b7c9::fact_11df4e28f9bdfe0c,Qwen3-4B,4f54b7c9,multi-session,fact_11df4e28f9bdfe0c,"The assistant notes that the best approach for the user will depend on their specific needs and goals, and suggests experimenting with different tools and techniques to find the optimal solution.",multi_session_lazy_only,specific needs | specific goals | experimentation | tools | techniques,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact is generic and advisory in nature, discussing general strategies for problem-solving without referencing any specific, reusable entity such as a person, place, organization, product, work, or named event. The extracted and normalized keys ('specific needs', 'specific goals', 'experimentation', 'tools', 'techniques') are abstract concepts or process-oriented terms, not concrete, reusable entities. Since no expected entity is salient and no active keys are present, neither precision nor recall applies. The audit stratum indicates a lazy multi-session context, which further supports that no entity routing is warranted here."
Qwen3-4B::efc3f7c2::fact_dfb04115923cf84f,Qwen3-4B,efc3f7c2,multi-session,fact_dfb04115923cf84f,"The assistant recommended limiting caffeine intake from coffee and tea in the afternoon and avoiding alcohol in the evening to improve sleep quality on May 23, 2023.",multi_session_lazy_only,caffeine | alcohol | afternoon | evening,,caffeine | alcohol | sleep quality,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact mentions caffeine and alcohol as substances to limit, and sleep quality as the target outcome. 'Afternoon' and 'evening' are temporal features, not reusable entities. 'Sleep quality' is a salient, reusable concept supported by the fact and relevant for long-term memory. 'Caffeine' and 'alcohol' are named substances with clear semantic scope. No active entity keys are present, so precision and recall are not applicable."
Qwen3-4B::85fa3a3f::fact_f8a7805a1bd0c5f1,Qwen3-4B,85fa3a3f,multi-session,fact_f8a7805a1bd0c5f1,Farmers worldwide are implementing conservation tillage as a sustainable land management practice to promote soil health and reduce erosion.,multi_session_lazy_only,conservation tillage | farmers | soil health | erosion,,conservation tillage | farmers | soil health,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact supports three salient expected entities: conservation tillage, farmers, and soil health. Erosion is an outcome or effect rather than a reusable entity scope in this context, so it is not included as an expected entity."
Qwen3-4B::2318644b::fact_912cc9fe460422c0,Qwen3-4B,2318644b,multi-session,fact_912cc9fe460422c0,"The assistant provided the example of a goal-related mantra: 'I am capable of running 3 miles without stopping.' on May 20, 2023 (Saturday) at 21:48 PM UTC+00:00.",multi_session_lazy_only,goal-related mantra | running | 3 miles,,goal-related mantra | running | 3 miles,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact contains three salient expected entities: 'goal-related mantra', 'running', and '3 miles'. Since no entity keys are active, recall fails. Precision is not applicable because there are no active keys to evaluate. The entities are explicitly supported by the fact and are reusable, meaningful scopes for long-term memory."
Qwen3-4B::77eafa52::fact_566f3f27aa7d91f7,Qwen3-4B,77eafa52,multi-session,fact_566f3f27aa7d91f7,The assistant recommended checking the oil change sticker located on the upper driver-side corner of the windshield or on the inside of the driver-side doorjamb to determine the date and mileage of the last oil change and the recommended next interval.,multi_session_lazy_only,oil change sticker | windshield | doorjamb | mileage | date,,oil change sticker | windshield | doorjamb,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. The expected entities 'oil change sticker', 'windshield', and 'doorjamb' are all salient and explicitly supported by the fact as physical locations where the oil change sticker may be found. Since none of these are active, recall fails. The fact does not mention standalone numbers, dates as events, or other non-entity features as salient, so no additional entities are expected."
Qwen3-4B::gpt4_ab202e7f::fact_73d4d5a25cd2588d,Qwen3-4B,gpt4_ab202e7f,multi-session,fact_73d4d5a25cd2588d,"The assistant lists Queensboro Tennis Center in Flushing Meadows Corona Park, Queens as a recommended tennis court with 11 hard courts, 3 clay courts, and 1 practice wall, and phone number (718) 760-6200.",multi_session_lazy_only,"Queensboro Tennis Center | Flushing Meadows Corona Park, Queens | 11 hard courts | 3 clay courts | 1 practice wall | (718) 760-6200",,"Queensboro Tennis Center | Flushing Meadows Corona Park, Queens | 718-760-6200",NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the salient expected entities—Queensboro Tennis Center, Flushing Meadows Corona Park, Queens, and the phone number—are all explicitly mentioned in the fact and are reusable, meaningful entities. Since none of these are active, recall fails. The phone number is included as an expected entity because it is a reusable contact point and not merely a standalone number; it is tied to a named venue."
Qwen3-4B::edced276_abs::fact_8a965686d3526d9b,Qwen3-4B,edced276_abs,multi-session,fact_8a965686d3526d9b,"The assistant mentioned that having a support system such as friends, family, other musicians, or professional help can assist artists in overcoming negativity and regaining confidence.",multi_session_lazy_only,support system | friends | family | other musicians | professional help | confidence,,support system | family | friends | other musicians | professional help,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet multiple salient expected entities are explicitly supported by the fact. The absence of any active keys means recall fails, as no expected entity is covered. Precision is not applicable since there are no active keys to evaluate."
Qwen3-4B::65240037::fact_43962ae6eb244c10,Qwen3-4B,65240037,single-session-assistant,fact_43962ae6eb244c10,"The assistant suggested that the user consider joining online communities or forums for scale modelers to access learning resources, feedback, and motivation.",other_multi_entity,online communities | scale modelers | feedback | motivation,online_communities,online communities | scale modelers | feedback,PASS,PARTIAL,high,"The active entity 'online_communities' is supported and useful. 'scale_modelers' is a salient expected entity not covered by active keys, and 'feedback' is also a salient expected entity not active. 'motivation' is a generic attribute and not a reusable entity scope, so it is not expected. Thus, recall is PARTIAL due to missing two salient expected entities. Precision is PASS because the only active key is valid and useful."
Qwen3-4B::57f827a0::fact_caa19702070685c3,Qwen3-4B,57f827a0,single-session-preference,fact_caa19702070685c3,The user completed a master's degree in information systems with a concentration in data analytics in 2023.,other_multi_entity,master's degree | information systems | data analytics,,master's degree | information systems | data analytics,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly supports three salient expected entities: 'master's degree', 'information systems', and 'data analytics'. Since no expected entities are covered by active keys, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::4d6b87c8::fact_7a5bd8ccc5507b19,Qwen3-4B,4d6b87c8,knowledge-update,fact_7a5bd8ccc5507b19,"The assistant concluded that the future of these cities will be shaped by a complex mix of political, economic, and social factors, with hope for continued progress through cultural preservation and cross-cultural dialogue.",other_multi_entity,future of cities | political factors | economic factors | social factors | cultural preservation | cross-cultural dialogue,,future of cities | cultural preservation | cross-cultural dialogue,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, so precision is not applicable. However, the salient expected entities 'future of cities', 'cultural preservation', and 'cross-cultural dialogue' are not covered by any active keys, resulting in a recall failure. The other factors (political, economic, social) are more generic and not considered salient expected entities in this context."
Qwen3-4B::a2f3aa27::fact_fd60dabc6086a82a,Qwen3-4B,a2f3aa27,knowledge-update,fact_fd60dabc6086a82a,"The assistant provided a reference for Chapter 8: 'The Science of Habits and How to Change Them' with the entry: Duhigg, C. (2012). The Power of Habit: Why We Do What We Do in Life and Business. New York: Random House.",other_multi_entity,"Duhigg, C. | The Power of Habit | 2012 | New York | Random House",,"Duhigg, C. | The Power of Habit | Random House",NOT_APPLICABLE,FAIL,high,"The active_entity_keys field is empty, so precision cannot be evaluated (NOT_APPLICABLE). However, the fact explicitly supports three salient expected entities: the author Duhigg, C., the titled work The Power of Habit, and the publisher Random House. None of these are active, so recall fails. The city 'New York' is a location but not a named organization or event, and thus not a salient expected entity scope. The year 2012 is a standalone number and not an expected entity."
Qwen3-4B::6222b6eb::fact_d50b58ceb2221a23,Qwen3-4B,6222b6eb,single-session-assistant,fact_d50b58ceb2221a23,"The assistant suggested a birthday card message reading: 'On your special day, I want to remind you how much you mean to me. You bring joy, love, and laughter into my life, and I'm so grateful for our friendship. Here's to another year of celebrating life's moments together!'",other_multi_entity,birthday card | friendship | joy | gratitude | life moments,,birthday card | friendship | gratitude,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. The fact explicitly supports 'birthday card', 'friendship', and 'gratitude' as salient expected entities, all of which are relevant long-term memory scopes. 'Joy' and 'life moments' are more generic or descriptive attributes rather than reusable named entities. Since no active keys cover the salient expected entities, recall fails."
Qwen3-4B::4c36ccef::fact_299b53ad4b7e2ffe,Qwen3-4B,4c36ccef,single-session-assistant,fact_299b53ad4b7e2ffe,The user expressed concern about spreading themselves too thin when managing multiple fantasy teams across different sports and struggled to keep up with news and updates.,other_multi_entity,fantasy teams | multiple sports | news and updates,,fantasy teams | multiple sports | news and updates,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly references three salient expected entities: 'fantasy teams', 'multiple sports', and 'news and updates'. Since none of these are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::06f04340::fact_cb1dd93233595aa7,Qwen3-4B,06f04340,single-session-preference,fact_cb1dd93233595aa7,The user plans to ask the staff at a wine shop for recommendations on a wine and cheese pairing for a neighbor's birthday gift.,other_multi_entity,wine and cheese pairing | wine shop | gift for neighbor,,wine shop | wine and cheese pairing | gift for neighbor,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so no entities are currently active. However, the fact explicitly references three salient expected entities: 'wine shop', 'wine and cheese pairing', and 'gift for neighbor'. Since none of these are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::d7c942c3::fact_2245518305a6e63d,Qwen3-4B,d7c942c3,knowledge-update,fact_2245518305a6e63d,"The assistant mentioned that a staffed sales office at a train station is an option for purchasing a monthly train pass on April 04, 2023.",other_multi_entity,staffed sales office | monthly train pass | train station,,monthly train pass | staffed sales office | train station,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly supports three salient expected entities: 'monthly train pass', 'staffed sales office', and 'train station'. Since no entity is actively routed, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::6ae235be::fact_834698953bae74dc,Qwen3-4B,6ae235be,single-session-assistant,fact_834698953bae74dc,The assistant recommends a patio area with a diameter of 10 to 15 feet to create an intimate and cozy space in a rural setting.,other_multi_entity,patio diameter | 10 to 15 feet | intimate space | rural setting,,patio | rural setting | intimate space,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, so precision is not applicable. The expected entities 'patio', 'rural setting', and 'intimate space' are all salient and supported by the fact, but none are active in the entity keys, resulting in a recall failure. The absence of active keys means no entity coverage despite clear semantic salience."
Qwen3-4B::c8f1aeed::fact_9837acaa87af983d,Qwen3-4B,c8f1aeed,single-session-assistant,fact_9837acaa87af983d,"Azul is more focused on creating a mosaic through tile placement, while Carcassonne is focused on building a medieval landscape with roads, cities, and fields on May 26, 2023 (Friday) at 12:17 AM UTC+00:00.",other_multi_entity,Azul | Carcassonne | mosaic | medieval landscape,,Azul | Carcassonne | medieval landscape,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the expected entities 'Azul', 'Carcassonne', and 'medieval landscape' are all salient and explicitly supported by the fact. Since none of these are covered by active_entity_keys, recall fails. The mention of 'mosaic' is an attribute or feature of Azul's gameplay, not a standalone entity, and thus not an expected entity scope."
Qwen3-4B::ad7109d1::fact_5a3f931a48728318,Qwen3-4B,ad7109d1,single-session-user,fact_5a3f931a48728318,"Arc'teryx has an outlet section with discounted prices on past-season styles, including running shirts, with deals up to 50% off as of May 23, 2023.",other_multi_entity,Arc'teryx | outlet section | past-season styles | running shirts | 50% off,,Arc'teryx | outlet section | running shirts,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'Arc'teryx' (organization), 'outlet section' (location/feature), and 'running shirts' (named product). None of these are active, so recall fails. The '50% off' discount is a transient attribute and not a reusable entity scope, and 'past-season styles' is too generic to be a standalone expected entity."
Qwen3-4B::c8f1aeed::fact_cb324b2bd2fc9b65,Qwen3-4B,c8f1aeed,single-session-assistant,fact_cb324b2bd2fc9b65,The assistant advises drinking 7-10 ounces (0.2-0.3 liters) of water every 10-15 minutes during cardio exercise to stay hydrated.,other_multi_entity,water | 7-10 ounces | 0.2-0.3 liters | every 10-15 minutes | during exercise,,water | cardio exercise | hydration guidelines,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact contains actionable health guidance involving 'water', 'cardio exercise', and general 'hydration guidelines' as salient expected entities. However, since no entity keys are active, neither precision nor recall applies. The entity 'water' is explicitly supported and reusable; 'cardio exercise' is a named type of physical activity; 'hydration guidelines' represents a reusable, context-specific recommendation scope."
Qwen3-4B::0f05491a::fact_fc1e33673f9e06e3,Qwen3-4B,0f05491a,knowledge-update,fact_fc1e33673f9e06e3,"The user inquired about interactive dog toys on July 22, 2023 (Saturday) at 11:29 AM UTC+00:00, specifically mentioning a puzzle toy they saw online but were unsure about its quality.",other_multi_entity,interactive dog toy | puzzle toy | online sighting,,interactive dog toy | puzzle toy | online sighting,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet the fact references three salient expected entities: 'interactive dog toy', 'puzzle toy', and 'online sighting'. Since no expected entities are active, recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate. The entities are explicitly supported by the fact and are reusable, meaningful scopes for long-term memory."
Qwen3-4B::45dc21b6::fact_d9466d87c5ce3905,Qwen3-4B,45dc21b6,knowledge-update,fact_d9466d87c5ce3905,The user plans to upload accompanying images or graphics to the Hootsuite Content Library to pair with poems when scheduling Instagram posts.,other_multi_entity,images | graphics | poems | Content Library | Instagram,instagram,Hootsuite Content Library | Instagram | poems,PASS,PARTIAL,high,"The active entity 'instagram' is supported and useful. However, 'Hootsuite Content Library' and 'poems' are salient expected entities not covered by active keys, leading to partial recall. 'images' and 'graphics' are not expected entities as they are generic features, not reusable named entities. The fact explicitly references 'Hootsuite Content Library' and 'poems' as specific components, making them valid expected entities. 'Instagram' is correctly active and relevant."
Qwen3-4B::8a137a7f::fact_281576f4fa3b4ccf,Qwen3-4B,8a137a7f,single-session-user,fact_281576f4fa3b4ccf,"The user expressed interest in planning a summer trip to the Swiss National Park to engage in hiking and wildlife observation on May 28, 2023.",other_multi_entity,summer trip | Swiss National Park | hiking | wildlife,,Swiss National Park | summer trip | hiking,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the salient expected entities—Swiss National Park, summer trip, and hiking—are all present in the fact and should be captured. Since none are active, recall fails. Wildlife is not a salient expected entity as it is a general activity rather than a specific, reusable entity scope."
Qwen3-4B::25e5aa4f::fact_fabf9b7becd03859,Qwen3-4B,25e5aa4f,single-session-user,fact_fabf9b7becd03859,"The assistant suggests the user evaluate the type of hunting they will be doing—such as dense woods, open fields, or a mix—when choosing a rifle scope.",other_multi_entity,hunting environment | dense woods | open fields,,hunting environment | dense woods | open fields,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly supports three salient expected entities: 'hunting environment', 'dense woods', and 'open fields'. Since no expected entities are covered by active keys, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::06db6396::fact_721eb4ed8a0887b6,Qwen3-4B,06db6396,knowledge-update,fact_721eb4ed8a0887b6,"The course recommends that learners have basic programming skills in a language such as Python, R, or MATLAB, with Python being the primary language used in the course and thus preferred for familiarity or learning.",other_multi_entity,basic programming skills | Python | R | MATLAB | primary language,,Python | R | MATLAB,NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions Python, R, and MATLAB as programming languages relevant to the course, with Python being the primary one. These are specific, reusable named languages and thus expected entity scopes. However, no active_entity_keys are present, so recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate. The candidate states are all 'lazy', indicating no active entities were selected despite the clear salience of the three programming languages."
Qwen3-4B::945e3d21::fact_8c28b20449de05b5,Qwen3-4B,945e3d21,knowledge-update,fact_8c28b20449de05b5,"The assistant describes The Economist as known for objective and in-depth coverage of complex issues, with well-researched and thought-provoking articles.",other_multi_entity,The Economist | global news | politics | complex issues,,The Economist | complex issues | global news,NOT_APPLICABLE,FAIL,high,"The fact explicitly supports 'The Economist' as a named publication, 'complex issues' as a thematic focus, and 'global news' as a domain of coverage. These are salient expected entities. However, no active_entity_keys are present, so recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate. The candidate states are all 'lazy', indicating no active routing, which is inconsistent with the semantic salience of the entities in the fact."
Qwen3-4B::3e321797::fact_4669502b72257b0c,Qwen3-4B,3e321797,single-session-assistant,fact_4669502b72257b0c,"The user expressed interest in trying out Habitica to help manage daily routines such as morning exercise and reading on May 22, 2023.",other_multi_entity,Habitica | morning exercise | reading,reading,Habitica | morning exercise | reading,PASS,PARTIAL,high,"The active entity 'reading' is a valid and useful expected entity. 'Habitica' and 'morning exercise' are salient expected entities supported by the fact but are not active. 'reading' is correctly active, so precision is PASS. However, since not all salient expected entities are covered by active keys, recall is PARTIAL. No unsupported or spurious entities are active, so precision is not compromised."
Qwen3-4B::1e043500::fact_96d57da9cfc24d00,Qwen3-4B,1e043500,single-session-user,fact_96d57da9cfc24d00,"The user inquired about online resources and tutorials for advanced suspension tuning techniques on May 21, 2023.",other_multi_entity,suspension tuning | online resources | tutorials,,suspension tuning | online resources | tutorials,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions three salient expected entities: 'suspension tuning', 'online resources', and 'tutorials', all of which are semantically meaningful and reusable. However, since no entity keys are active, neither precision nor recall applies."
Qwen3-4B::gpt4_e414231e::fact_d9c091b64f9c6c0d,Qwen3-4B,gpt4_e414231e,temporal-reasoning,fact_d9c091b64f9c6c0d,The assistant recommended Philips Hue as a well-known and popular brand for smart lighting with a user-friendly app and voice control compatibility with Amazon Alexa and Google Assistant.,temporal_active,Philips Hue | Amazon Alexa | Google Assistant,amazon_alexa | google_assistant,Philips Hue | Amazon Alexa | Google Assistant,PASS,PARTIAL,high,"All active entity keys ('amazon_alexa', 'google_assistant') are supported by the fact and are useful long-term memory scopes. However, 'Philips Hue'—a salient expected entity explicitly mentioned as the recommended brand—is not active (marked as 'lazy'), so recall is only partial. The fact clearly identifies Philips Hue as a key entity, making its absence from active keys a meaningful omission."
Qwen3-4B::gpt4_f420262d::fact_b10b39c6ada0258d,Qwen3-4B,gpt4_f420262d,temporal-reasoning,fact_b10b39c6ada0258d,The user considers staying in Yokohama instead of Tokyo due to its more laid-back atmosphere and accessibility.,temporal_active,Yokohama | Tokyo | laid-back atmosphere,tokyo,Yokohama | Tokyo | laid-back atmosphere,PASS,PARTIAL,high,"The active entity key 'tokyo' is supported by the fact and is a salient expected entity. However, 'yokohama'—also a salient expected entity—is not active, though it is explicitly mentioned and relevant to the decision. 'laid-back atmosphere' is a descriptive attribute but is not a reusable entity in the same sense as places; however, it is semantically relevant and could be considered a valid entity scope in context. The precision is PASS because the active key is valid and useful. Recall is PARTIAL because one salient expected entity ('Yokohama') is missing from active keys."
Qwen3-4B::gpt4_70e84552::fact_54b09f3521af6728,Qwen3-4B,gpt4_70e84552,temporal-reasoning,fact_54b09f3521af6728,"The assistant advised selecting a watercolor brush with synthetic or natural fibers and a round or flat shape for creating smooth washes on May 25, 2023.",temporal_active,watercolor brush | synthetic fibers | natural fibers | round or flat shape | smooth washes,natural_fibers,watercolor brush | natural fibers | round or flat shape,PASS,PARTIAL,high,"The active entity 'natural_fibers' is supported by the fact and is a useful long-term memory scope. However, 'watercolor brush' and 'round or flat shape' are salient expected entities not currently active, though they are semantically relevant and reusable. 'smooth_washes' is a descriptive outcome, not a reusable entity, and thus not expected. The precision is PASS because the active key is valid and useful. Recall is PARTIAL because not all salient expected entities are covered."
Qwen3-4B::gpt4_2f56ae70::fact_a917d841957fa914,Qwen3-4B,gpt4_2f56ae70,temporal-reasoning,fact_a917d841957fa914,"The assistant recommended 'Black Mirror' (Netflix) as a show similar to 'Westworld' on May 26, 2023.",temporal_active,Black Mirror | Netflix | Westworld,netflix,Black Mirror | Netflix | Westworld,PASS,PARTIAL,high,"The active entity key 'netflix' is supported by the fact and is a useful long-term memory scope. However, 'Black Mirror' and 'Westworld' are also salient expected entities that are explicitly mentioned and relevant to the context, but they are not active. Since only 'Netflix' is active, recall is partial. Precision is PASS because the active key is valid and useful."
Qwen3-4B::gpt4_e061b84g::fact_8d8db94582654ab3,Qwen3-4B,gpt4_e061b84g,temporal-reasoning,fact_8d8db94582654ab3,The user sells homemade jam and candles at local markets and is seeking advice on pricing them for the Foodie Fest.,temporal_active,homemade jam | candles | local markets | Foodie Fest,foodie_fest,Foodie Fest | homemade jam | candles,PASS,PARTIAL,high,"The active entity 'foodie_fest' is a salient expected entity and correctly activated. However, 'homemade jam' and 'candles' are salient expected entities that are not active, leading to partial recall. The active key is supported and useful, so precision is PASS. No spurious or overly generic keys are present."
Qwen3-4B::gpt4_1d4ab0c9::fact_2de2f89e0a60e432,Qwen3-4B,gpt4_1d4ab0c9,temporal-reasoning,fact_2de2f89e0a60e432,"The assistant listed Trello as a project management tool with over 100 integrations, including Google Calendar, Slack, and GitHub, and noted it offers a Power-Up feature for custom integrations, on April 01, 2023 (Saturday) at 10:33 AM UTC+00:00.",temporal_active,Trello | 100 integrations | Google Calendar | Slack | GitHub | Power-Up,github | trello,Trello | Google Calendar | Slack | GitHub | Power-Up,PASS,PARTIAL,high,"The active_entity_keys 'github' and 'trello' are both supported by the fact and are useful long-term memory scopes. 'Google Calendar', 'Slack', and 'Power-Up' are also salient expected entities explicitly mentioned and relevant to the fact, but only 'trello' and 'github' are active. Thus, precision is PASS because all active keys are valid and useful, but recall is PARTIAL because not all salient expected entities are covered. The date 'April 01, 2023' is not a named event, so it does not qualify as an expected entity."
Qwen3-4B::gpt4_6ed717ea::fact_d6e9760a71ec2113,Qwen3-4B,gpt4_6ed717ea,temporal-reasoning,fact_d6e9760a71ec2113,Melbourne's winter typically runs from June to August with July being the coldest month.,temporal_active,Melbourne winter | June | July | August,july,Melbourne winter | July | June,PASS,PARTIAL,high,"The active entity 'july' is a valid and useful expected entity as it refers to the coldest month in Melbourne's winter, which is a salient temporal detail. 'Melbourne winter' is a salient expected entity as it is the central seasonal phenomenon. 'June' is also a salient expected entity as it marks the start of winter, though it is not active. 'August' is not active but is part of the seasonal span and could be considered salient, though its omission from active keys is less critical than missing 'June'. The active key 'july' is supported and useful, so precision is PASS. Recall is PARTIAL because not all salient expected entities ('June') are active, though 'July' and 'Melbourne winter' are covered."
Qwen3-4B::b29f3365::fact_96a9bc5a6c6b08f2,Qwen3-4B,b29f3365,temporal-reasoning,fact_96a9bc5a6c6b08f2,"The user expressed interest in table lamps and floor lamps that would create a cozy atmosphere in their room on May 25, 2023.",temporal_active,cozy atmosphere | table lamps | floor lamps,cozy_atmosphere | floor_lamps | table_lamps,cozy atmosphere | table lamps | floor lamps,PASS,PASS,high,"All active entity keys are explicitly supported by the fact and represent reusable, salient semantic entities. 'cozy atmosphere' is a useful descriptive scope for lighting preferences; 'table lamps' and 'floor lamps' are named product types directly mentioned. No spurious or overly generic entities are present. All expected entities are covered by active keys."
Qwen3-4B::gpt4_385a5000::fact_bb845a59834bc7fe,Qwen3-4B,gpt4_385a5000,temporal-reasoning,fact_bb845a59834bc7fe,"The assistant recommended tossing roasted vegetables with olive oil, salt, and pepper and roasting them until tender and lightly browned on March 10, 2023.",temporal_active,roasted vegetables | olive oil | salt | pepper | oven,roasted_vegetables,roasted vegetables | olive oil | oven,PASS,PARTIAL,high,"The active entity 'roasted_vegetables' is supported and useful. 'olive_oil' and 'oven' are salient expected entities not covered by active keys, though they are contextually relevant to the cooking process. 'salt' and 'pepper' are generic ingredients and not considered expected entities unless they are part of a named product or recipe. The date 'March 10, 2023' is not a named event, so it does not qualify as an expected entity. Precision is PASS because the only active key is valid and useful. Recall is PARTIAL because two salient expected entities ('olive_oil', 'oven') are not active."
